Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
98,amor_coração_mim_dia_amar,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",95,amor_amar_coração_amo_mim,97,saudade_hoje_todo_dia_esquecer,1.2878345722658286
97,saudade_hoje_todo_dia_esquecer,"[0, 2, 3, 4, 5, 9, 10, 12, 14, 15, 16, 18, 21, 22, 25, 26, 29, 30, 32, 33, 34, 35, 36, 37, 40, 41, 42, 43, 45, 46, 48, 49]",96,hoje_todo_todo mundo_mundo_beber,90,saudade_esquecer_dia_perdeu_coração,1.2109222365955874
96,hoje_todo_todo mundo_mundo_beber,"[0, 4, 5, 9, 10, 12, 15, 18, 21, 22, 26, 30, 33, 34, 35, 36, 37, 42, 43, 45, 46, 49]",92,hoje_cara_será_comigo_ligando,94,todo mundo_mundo_todo_beber_roupa,1.069318776070291
95,amor_amar_coração_amo_mim,"[1, 6, 7, 8, 11, 13, 17, 19, 20, 23, 24, 27, 28, 31, 38, 39, 44, 47]",93,amor_amar_céu_amo_coração,91,tchau_mãos_mim_coração_jeito,1.0401845555018516
94,todo mundo_mundo_todo_beber_roupa,"[0, 4, 5, 9, 12, 22, 26, 30, 33, 37, 42, 43]",87,beber_chão_roupa_arrocha_coloca,89,todo mundo_mundo_todo_mundo todo_beijo,1.0325928403734812
93,amor_amar_céu_amo_coração,"[1, 6, 7, 8, 19, 20, 23, 24, 28, 39, 44, 47]",86,amor_amo_amar_flor_vem,82,céu_lua_deus_sol_cantar,1.0210126318373762
92,hoje_cara_será_comigo_ligando,"[10, 15, 18, 21, 34, 35, 36, 45, 46, 49]",88,hoje_cara_ligando_melhor_choro,73,sonha comigo_acordar_manhã_sonha_será,1.0104907689357108
91,tchau_mãos_mim_coração_jeito,"[11, 13, 17, 27, 31, 38]",78,mãos_coração_coração mãos_jeito_cuidado,57,tchau_tchau tchau_nem conto_conto_gosta mim,0.9975598075296614
90,saudade_esquecer_dia_perdeu_coração,"[2, 3, 14, 16, 25, 29, 32, 40, 41, 48]",84,saudade_perdeu_dia_coração_amor,67,esquecer_girando_lembrança_dia esquecer_dia,0.9840387829552326
89,todo mundo_mundo_todo_mundo todo_beijo,"[5, 12, 26, 43]",51,todo mundo_mundo_todo_mundo todo_mundo menos,71,parece_briga_média_gosto_casal,0.9834990375225721
88,hoje_cara_ligando_melhor_choro,"[10, 15, 18, 34, 35, 36, 46]",77,choro_caiu_teve_esqueci_cara,66,hoje_melhor_hoje rolar_saber_senta aqui,0.975881664728505
87,beber_chão_roupa_arrocha_coloca,"[0, 4, 9, 22, 30, 33, 37, 42]",63,coloca_roupa_arrocha_arrocha arrocha_chão,85,beber_parar_cerveja_pira_bebo,0.9732603851826275
86,amor_amo_amar_flor_vem,"[1, 6, 23, 28, 39, 44, 47]",47,flor_encontro_beija flor_rolando_encher,83,amor_amo_amar_beijo_vem,0.9665583389581993
85,beber_parar_cerveja_pira_bebo,"[0, 4, 22, 33, 37, 42]",79,vale_pego_coladinha_pena_toda,80,beber_cerveja_pira_parar_bebo,0.960568078995018
84,saudade_perdeu_dia_coração_amor,"[2, 3, 14, 16, 29, 32, 40, 48]",69,senti_repente_nem lembro_cheiro_lembro,81,saudade_perdeu_dia_amor_coração,0.9583032790071574
83,amor_amo_amar_beijo_vem,"[1, 6, 23, 28, 39, 44]",76,amo_amor_amar_paixão_dia,54,beijo_vem_amor_perdoa_apenas,0.9285888015023569
