ranking_posicao,musica,tag_musica,tag_trecho,ESTROFE,artista,ano,ntokens,url,Topic,Probability
946,Sensações,musica946,musica946_trecho5,"Estar assim, sentir assim Um turbilhão de sensações dentro de mim Eu amanheço, eu estremeço, eu enlouqueço Eu te cavalgo embaixo do cair Da chuva, eu reconheço Estar assim, sentir assim Eu me aqueço, eu endureço, eu me derreto Eu evaporo e caio em forma de chuva",Paula Fernandes,2010,47,https://www.letras.mus.br/paula-fernandes/1846587/,-1,0.1462819264484051
804,Sensível Demais,musica804,musica804_trecho1,"Hoje eu tive medo de acordar de um sonho lindo Garantir, reter, guardar essa esperança Ando em paraísos, descaminhos, precipícios Ao teu lado, vejo que ainda sou uma criança",Marília Mendonça,2025,29,https://www.letras.mus.br/marilia-mendonca/sensivel-demais/,-1,0.14017834932329387
399,Senti Saudade de Você,musica399,musica399_trecho1,"Passe o dedo aí nessa lágrima e acalma Quem se foi não foi pra te ver chorar, só acalma",Henrique & Juliano,2023,19,https://www.letras.mus.br/henrique-e-juliano/senti-saudade-de-voce/,-1,0.11357117495967572
689,Sentimento Louco,musica689,musica689_trecho2,"Mas quando te vejo com ela A minha mão gela Minha boca vai secando, eu vou ficando muda Ô meu Deus, me ajuda, o que é que eu vou fazer? Eu sei que tá com ela pra manter as aparências Mas nas suas horas de carência, você vem me ver",Marília Mendonça,2015,50,https://www.letras.mus.br/marilia-mendonca/sentimento-louco/,-1,0.14628192644840554
689,Sentimento Louco,musica689,musica689_trecho3,"E a gente faz amor Me diz que eu sou o seu amor E vai embora antes do dia amanhecer Eu sei que é errado e quem vai entender? Você é casado e eu não quero perder Eu sei, tá com ela, mas amo você Você e ela não têm nada a ver",Marília Mendonça,2015,53,https://www.letras.mus.br/marilia-mendonca/sentimento-louco/,-1,0.273075069414182
689,Sentimento Louco,musica689,musica689_trecho4,"Eu sei que é errado e quem vai entender? Você é casado e eu não quero perder Eu sei, tá com ela, mas amo você Você e ela não têm nada a ver Sou mais eu e você",Marília Mendonça,2015,38,https://www.letras.mus.br/marilia-mendonca/sentimento-louco/,-1,0.27307506941418214
689,Sentimento Louco,musica689,musica689_trecho6,Eu sei que é errado e quem vai entender? Mas eu amo você Você e ela não têm nada a ver,Marília Mendonça,2015,21,https://www.letras.mus.br/marilia-mendonca/sentimento-louco/,-1,0.2730750694141819
1103,"Separa, Namora",musica1103,musica1103_trecho1,Nossas brigas duram menos que cinco minutos Basta um toque seu pra me acalmar Em um segundo eu esqueço de tudo,Henrique & Juliano,2013,21,https://www.letras.mus.br/henrique-e-juliano/separa-namora/,-1,0.1169591850522661
462,Separação (part. Leonardo),musica462,musica462_trecho1,"Qual terá sido o motivo da nossa separação? Se é que se cansou de mim, não pude perceber Intimidade ferida é o que restou de nós A minha felicidade se foi com você",Eduardo Costa,2007,33,https://www.letras.mus.br/eduardo-costa/992977/,-1,0.19417930230712532
462,Separação (part. Leonardo),musica462,musica462_trecho2,Outro melhor do que eu você não encontrará Também não encontrarei alguém assim como você (assim como você),Eduardo Costa,2007,18,https://www.letras.mus.br/eduardo-costa/992977/,-1,0.08256045068915518
462,Separação (part. Leonardo),musica462,musica462_trecho8,Qual terá sido o motivo da nossa separação?,Eduardo Costa,2007,8,https://www.letras.mus.br/eduardo-costa/992977/,-1,0.194179302307125
1217,Ser Humano Ou Anjo (part. Orquestra Vila-Lobos),musica1217,musica1217_trecho3,Não preciso gritar Você vem me salvar Você sente quando eu vou chorar Parece não ser desse mundo Porque você sabe de tudo,Matheus & Kauan,2015,23,https://www.letras.mus.br/matheus-kauan/ser-humano-ou-anjo/,-1,0.6842490474821031
1217,Ser Humano Ou Anjo (part. Orquestra Vila-Lobos),musica1217,musica1217_trecho4,"Não sei, se é ser humano ou se é um anjo Exagero é falar de você Passo meu tempo te admirando Só queria saber",Matheus & Kauan,2015,24,https://www.letras.mus.br/matheus-kauan/ser-humano-ou-anjo/,-1,0.13117062334942797
1217,Ser Humano Ou Anjo (part. Orquestra Vila-Lobos),musica1217,musica1217_trecho5,"Se é ser humano ou se é um anjo Diz aí, quero ouvir de você Eu nem sei se te mereço tanto Só queria saber Se é ser humano ou se é um anjo",Matheus & Kauan,2015,34,https://www.letras.mus.br/matheus-kauan/ser-humano-ou-anjo/,-1,0.13117062334942775
1217,Ser Humano Ou Anjo (part. Orquestra Vila-Lobos),musica1217,musica1217_trecho7,Parece não ser desse mundo Porque você sabe de tudo,Matheus & Kauan,2015,10,https://www.letras.mus.br/matheus-kauan/ser-humano-ou-anjo/,-1,0.6842490474821031
1217,Ser Humano Ou Anjo (part. Orquestra Vila-Lobos),musica1217,musica1217_trecho9,"Se é ser humano ou se é um anjo Diz aí, quero ouvir de você Eu nem sei se te mereço tanto Só queria saber",Matheus & Kauan,2015,25,https://www.letras.mus.br/matheus-kauan/ser-humano-ou-anjo/,-1,0.13117062334942797
1217,Ser Humano Ou Anjo (part. Orquestra Vila-Lobos),musica1217,musica1217_trecho10,Se é ser humano ou se é um anjo Exagero é falar de você Passo meu tempo te admirando Só queria saber,Matheus & Kauan,2015,22,https://www.letras.mus.br/matheus-kauan/ser-humano-ou-anjo/,-1,0.13117062334942797
1217,Ser Humano Ou Anjo (part. Orquestra Vila-Lobos),musica1217,musica1217_trecho11,"Ô, ô Se é ser humano ou se é um anjo Ô, ô Você é ser humano ou é um anjo?",Matheus & Kauan,2015,21,https://www.letras.mus.br/matheus-kauan/ser-humano-ou-anjo/,-1,0.13117062334942775
1211,Será Que Vai Rolar?,musica1211,musica1211_trecho2,Meus amigos até torcem pra algo rolar E perguntam todo dia se até rolou Tem até gente casando a gente sem saber,Marcos & Belutti,2010,22,https://www.letras.mus.br/marcos-belutti/1651424/,-1,0.13181027962851133
1211,Será Que Vai Rolar?,musica1211,musica1211_trecho4,"Será que vai rolar pra gente ficar? Será, será? Eu quero é tentar Será que vai rolar pra gente ficar? Será, será? Eu quero é tentar",Marcos & Belutti,2010,26,https://www.letras.mus.br/marcos-belutti/1651424/,-1,0.29221795523063376
1211,Será Que Vai Rolar?,musica1211,musica1211_trecho8,"Será que vai rolar da gente ficar? Será, será? Eu quero é tentar Será que vai rolar da gente ficar? Será, será? Eu quero é tentar",Marcos & Belutti,2010,26,https://www.letras.mus.br/marcos-belutti/1651424/,-1,0.2922179552306333
432,Serenata,musica432,musica432_trecho2,"Ele chegou na voadora E o coração, tadin, num golpe foi pra lona Rancou de mim minhas bebida e a farra Só consigo pensar em serenata",Marília Mendonça,2019,26,https://www.letras.mus.br/marilia-mendonca/serenata/,-1,0.3363628257750879
432,Serenata,musica432,musica432_trecho3,"Se amar assim for brega Me chama de Marília Mendonça ou de Falcão Meu show agora é só voz e violão Assim, debaixo da janela Jantar à luz de velas Agora é momozin ou momozão, eu sei que é brega",Marília Mendonça,2019,40,https://www.letras.mus.br/marilia-mendonca/serenata/,-1,0.049425173658227406
432,Serenata,musica432,musica432_trecho4,"Me chama de Marília Mendonça ou de Falcão Meu show agora é só voz e violão Assim, debaixo da janela Jantar à luz de velas Agora é momozin ou momozão, eu sei que é brega",Marília Mendonça,2019,35,https://www.letras.mus.br/marilia-mendonca/serenata/,-1,0.049425173658227295
1314,Sete Mares,musica1314,musica1314_trecho2,"Eu resolvi ir pra algum lugar bem distante Me afastar da multidão que tá me sufocando E se nesse caminho eu não te encontrar Eu entro em desespero, cadê o seu olhar?",Matheus & Kauan,2012,32,https://www.letras.mus.br/matheus-kauan/1951769/,-1,0.03210488972009151
1314,Sete Mares,musica1314,musica1314_trecho11,Já naveguei os sete mares atrás de você,Matheus & Kauan,2012,8,https://www.letras.mus.br/matheus-kauan/1951769/,-1,0.29308890552559097
306,Seu Astral,musica306,musica306_trecho4,"Eu viajei no seu olhar No teu sorriso, nos teus segredos Eu descobri o que é amar Pelo toque dos seus beijos",Jorge & Mateus,2010,22,https://www.letras.mus.br/jorge-mateus/1709492/,-1,0.1448826754053426
408,Seu Brilho Sumiu (part. Mari Fernandez),musica408,musica408_trecho4,Porque quando cê me viu Seu brilho sumiu Sua noite acabou Passar vergonha ao vivo é pouco pra falador,Israel & Rodolffo,2022,19,https://www.letras.mus.br/israel-rodolfo/seu-brilho-sumiu-part-mari-fernandez/,-1,0.26400563859351645
408,Seu Brilho Sumiu (part. Mari Fernandez),musica408,musica408_trecho5,"Porque quando cê me viu Seu brilho sumiu E pra minha sorte, cão que late não morde Cão que late não morde",Israel & Rodolffo,2022,22,https://www.letras.mus.br/israel-rodolfo/seu-brilho-sumiu-part-mari-fernandez/,-1,0.2640056385935162
408,Seu Brilho Sumiu (part. Mari Fernandez),musica408,musica408_trecho10,"E pra minha sorte, cão que late não morde Cão que late não morde",Israel & Rodolffo,2022,14,https://www.letras.mus.br/israel-rodolfo/seu-brilho-sumiu-part-mari-fernandez/,-1,0.32898134945427115
585,Seu Perfil,musica585,musica585_trecho2,"Tô aqui inteiro pra você E você comigo, só metade Tem hora pra ir embora Mas só volta só Deus sabe",Henrique & Juliano,2022,21,https://www.letras.mus.br/henrique-e-juliano/seu-perfil/,-1,0.08054960477529538
585,Seu Perfil,musica585,musica585_trecho4,"É que o seu perfil De querer uma noite e mais nada Não combina com a minha vida calma Você fica comigo um dia E o resto é balada, balada, balada",Henrique & Juliano,2022,31,https://www.letras.mus.br/henrique-e-juliano/seu-perfil/,-1,0.17277337244671387
585,Seu Perfil,musica585,musica585_trecho6,"De querer uma noite e mais nada Não combina com a minha vida calma Você fica comigo um dia E o resto é balada, balada, balada",Henrique & Juliano,2022,26,https://www.letras.mus.br/henrique-e-juliano/seu-perfil/,-1,0.17277337244671387
1246,Sexto Sentido,musica1246,musica1246_trecho2,"E toda noite eu vejo você em minha frente Eu sei que é alucinação, coisa da minha mente De tanto te querer, de tanto te amar Até o meu sexto sentido eu posso despertar",Munhoz & Mariano,2011,34,https://www.letras.mus.br/munhoz-mariano/1955086/,-1,0.10450355611372564
1308,Sexto Sentido,musica1308,musica1308_trecho1,Não foi coincidência encontrar contigo Talvez seja o nosso destino Eu quero dormir outra vez em teu peito E depois acordar com seus beijos Teu sexto sentido ainda sonha comigo Sei que logo estaremos unidos Teu sorriso travesso ainda vive comigo Nós estamos no mesmo caminho,Marco e Mario,2010,46,https://www.letras.mus.br/marco-mario/1734686/,-1,0.2639216503641476
1308,Sexto Sentido,musica1308,musica1308_trecho10,"Cuidado, Cuidado, Muito cuidado, Cuidado, Vem ficar comigo estou em suas mãos Não importa o que diga o destino, te quero aqui comigo Eu quero ter seus lábios, teu carinho e seu sorriso.",Marco e Mario,2010,33,https://www.letras.mus.br/marco-mario/1734686/,-1,0.12997172188037664
128,Silêncio,musica128,musica128_trecho1,Se você chorar em silêncio Como vou saber Que sente minha falta? Ouvi dizer que cansou de bancar o forte Sua bússola aponta pro norte do nosso amor,Marília Mendonça,2015,28,https://www.letras.mus.br/marilia-mendonca/silencio/,-1,0.05164391979118721
128,Silêncio,musica128,musica128_trecho2,Nossas promessas não me interessam Foi a última coisa que ouvi você falar Pediu pra não te procurar Pra sumir da sua vida,Marília Mendonça,2015,23,https://www.letras.mus.br/marilia-mendonca/silencio/,-1,0.08205110915381564
128,Silêncio,musica128,musica128_trecho3,Tô sabendo Que não para de chorar Que pediu pro vento soprar Meu perfume da sua cama,Marília Mendonça,2015,17,https://www.letras.mus.br/marilia-mendonca/silencio/,-1,0.1878114144986024
128,Silêncio,musica128,musica128_trecho4,Tô sabendo Que anda ouvindo a minha voz Que sentiu meu cheiro nos lençóis Abraçado no seu travesseiro A saudade apertando no peito,Marília Mendonça,2015,23,https://www.letras.mus.br/marilia-mendonca/silencio/,-1,0.18781141449860228
128,Silêncio,musica128,musica128_trecho10,Por que não me pede pra voltar?,Marília Mendonça,2015,7,https://www.letras.mus.br/marilia-mendonca/silencio/,-1,0.1357502423069603
210,Sinais,musica210,musica210_trecho2,"Virei um louco, meio obcecado Pra te encontrar em algum lugar do mundo E mesmo sem nunca ter te tocado Me pertencia, bem lá no fundo",Luan Santana,2009,26,https://www.letras.mus.br/luan-santana/1540847/,-1,0.10864914173833151
210,Sinais,musica210,musica210_trecho3,Sinais me mostraram o caminho até você Vaga-lumes guiam-me sem perceber E no fim da estrada uma luz parece ser você,Luan Santana,2009,21,https://www.letras.mus.br/luan-santana/1540847/,-1,0.044989844391131406
210,Sinais,musica210,musica210_trecho4,Sinais me ajudaram a perceber Que o meu caminho é você E ninguém no mundo vai fazer Eu me sentir de novo assim,Luan Santana,2009,23,https://www.letras.mus.br/luan-santana/1540847/,-1,0.04498984439113152
210,Sinais,musica210,musica210_trecho5,"Sinais vindos de um lugar tão longe Às vezes se escondem No farol em uma ilha, numa noite tão vazia Eu beijei você até o amanhecer",Luan Santana,2009,26,https://www.letras.mus.br/luan-santana/1540847/,-1,0.11030907759903075
1369,Sinal Disfarçado (part. Zé Ricardo e Thiago),musica1369,musica1369_trecho2,Era ele vira e você me olhava pra gente combinar Um sinal disfarçado com o jeito safado Gostoso de me olhar,Israel Novaes,2014,21,https://www.letras.mus.br/israel-novaes/sinal-disfarcado/,-1,0.16022715200345827
1369,Sinal Disfarçado (part. Zé Ricardo e Thiago),musica1369,musica1369_trecho3,Vai no banheiro pra gente se beijar Bem lá no escurinho pra ninguém desconfiar Cara de santa mas não me engana não É hoje que eu te pego e você não escapa não (2x),Israel Novaes,2014,34,https://www.letras.mus.br/israel-novaes/sinal-disfarcado/,-1,0.38034824601564
1271,Sinônimo de Amor,musica1271,musica1271_trecho1,Estou aqui Olhos nos olhos com você Tô querendo te dizer O que eu sinto de verdade,Bruno & Marrone,2009,17,https://www.letras.mus.br/bruno-e-marrone/1660732/,-1,0.1201725672818803
1271,Sinônimo de Amor,musica1271,musica1271_trecho2,É mais bonita do que tudo que há na terra Semeia a paz onde tem guerra É o sinônimo do amor,Bruno & Marrone,2009,21,https://www.letras.mus.br/bruno-e-marrone/1660732/,-1,0.09802651521621253
1303,Sinto Falta de Você,musica1303,musica1303_trecho2,Você ficou tão diferente E aquele sonho da gente Mesmo não sendo mais seu Não morreu,Victor & Leo,2007,16,https://www.letras.mus.br/victor-leo/797048/,-1,0.06775719922023604
1303,Sinto Falta de Você,musica1303,musica1303_trecho3,Sinto falta de você E a palavra que me cura Ninguém vai dizer,Victor & Leo,2007,13,https://www.letras.mus.br/victor-leo/797048/,-1,0.05318053369609044
1401,Só de Pensar (part. Jorge e Mateus),musica1401,musica1401_trecho2,"Nem sei explicar como Teu corpo me afeta Te vejo dançando Meu sangue acelera, acelera",Maria Cecília e Rodolfo,2013,15,https://www.letras.mus.br/maria-cecilia-rodolfo/so-de-pensar/,-1,0.14628192644840532
1401,Só de Pensar (part. Jorge e Mateus),musica1401,musica1401_trecho3,"E quando seu olhar me paralisa Assim perco as palavras E assisto você me invadir Você me invadir, iêiê",Maria Cecília e Rodolfo,2013,19,https://www.letras.mus.br/maria-cecilia-rodolfo/so-de-pensar/,-1,0.14628192644840532
1401,Só de Pensar (part. Jorge e Mateus),musica1401,musica1401_trecho4,Eu suspiro e todo o meu corpo se abala Os olhos não piscam eu perco a fala Toca a sua boca em mim e me perco,Maria Cecília e Rodolfo,2013,26,https://www.letras.mus.br/maria-cecilia-rodolfo/so-de-pensar/,-1,0.14628192644840543
1540,Só Eu Sei,musica1540,musica1540_trecho2,"Mudei meu destino, mudei minha direção Tô pagando caro pra chamar sua atenção Na selva do desejo fiz uma estrada Pra cruzar com você em altas madrugadas",Jorge & Mateus,2009,27,https://www.letras.mus.br/jorge-mateus/1444408/,-1,0.07193942292101863
1540,Só Eu Sei,musica1540,musica1540_trecho3,Já fiz canções de amor Chorei de saudade e dor e você nem aí Quando me vê finge que não me conhece Quando sai esquece que estou aqui,Jorge & Mateus,2009,28,https://www.letras.mus.br/jorge-mateus/1444408/,-1,0.11357117495967528
1240,Só Falta Você,musica1240,musica1240_trecho1,"Posso até fazer de tudo pra você voltar E mudar minha rotina só pra te agradar Se você não está por perto, não sei me cuidar Eu te amo de verdade, pode acreditar",Jorge & Mateus,2009,33,https://www.letras.mus.br/jorge-mateus/1449301/,-1,0.07193942292101807
1240,Só Falta Você,musica1240,musica1240_trecho2,"Você é, na minha vida, o meu porto seguro Meu destino, meu passado, presente e futuro Fiz promessas de joelhos pra te esquecer Nenhum santo me atendeu e eu já sei por que",Jorge & Mateus,2009,33,https://www.letras.mus.br/jorge-mateus/1449301/,-1,0.1097463320217954
1240,Só Falta Você,musica1240,musica1240_trecho4,Tô de olho na estrada esperando você Coração tá preparado pra te receber Tô usando o perfume que você adora E a canção que você gosta tá tocando agora,Jorge & Mateus,2009,29,https://www.letras.mus.br/jorge-mateus/1449301/,-1,0.23962702139186187
1606,Só Nós Dois,musica1606,musica1606_trecho1,Ainda uso o sorriso que me deu Às vezes sinto a fragrância do perfume teu Me perdi aos sonhos entre beijos e abraços,Lucas Lucco,2014,23,https://www.letras.mus.br/lucas-lucco/so-nos-dois/,-1,0.18709782457675384
1606,Só Nós Dois,musica1606,musica1606_trecho3,"Me traz o ar de volta, não consigo respirar Escuto a tua voz, mesmo distante, a me chamar Aonde estiver, não perco a fé, a gente vai se amar",Lucas Lucco,2014,29,https://www.letras.mus.br/lucas-lucco/so-nos-dois/,-1,0.0783571053666432
1606,Só Nós Dois,musica1606,musica1606_trecho4,Só nós dois até o amanhecer E depois da gente se envolver Ver o sol nascer e prometer Que dessa vez vai ser pra valer,Lucas Lucco,2014,25,https://www.letras.mus.br/lucas-lucco/so-nos-dois/,-1,0.0478397745481256
1606,Só Nós Dois,musica1606,musica1606_trecho5,Quero sua cabeça no meu peito Só nós dois curtindo esse momento E você dizendo do seu jeito Que nunca viveu momento tão perfeito,Lucas Lucco,2014,24,https://www.letras.mus.br/lucas-lucco/so-nos-dois/,-1,0.047176949007491364
1557,Só Se For Gelada,musica1557,musica1557_trecho2,E eu não largo uma loira gelada Só se for gelada Tem que tá Nevada Não pode espumar,Conrado e Aleksandro,2013,18,https://www.letras.mus.br/conrado-aleksandro/so-se-for-gelada/,-1,0.05445905536603746
1557,Só Se For Gelada,musica1557,musica1557_trecho3,Por isso que eu não largo uma loira gelada Só se for gelada Tem que tá Nevada Não pode espumar,Conrado e Aleksandro,2013,20,https://www.letras.mus.br/conrado-aleksandro/so-se-for-gelada/,-1,0.05445905536603757
421,Só Tem Eu,musica421,musica421_trecho2,"Na foto que cê não apagou Na legenda que falava de amor Escuta teu coração, por favor",Zé Felipe,2020,17,https://www.letras.mus.br/ze-felipe/so-tem-eu/,-1,0.2583703518635132
421,Só Tem Eu,musica421,musica421_trecho3,"Se não sou eu, vai ser quem O amor teu? Só você não percebeu Que só tem eu Se não sou eu, vai ser quem O amor teu? Só você não percebeu Que só tem eu Volta, pelo amor de Deus",Zé Felipe,2020,41,https://www.letras.mus.br/ze-felipe/so-tem-eu/,-1,0.27307506941418214
421,Só Tem Eu,musica421,musica421_trecho4,"Na foto que cê não apagou Na legenda que falava dе amor Escuta seu coração, por favor",Zé Felipe,2020,17,https://www.letras.mus.br/ze-felipe/so-tem-eu/,-1,0.2583703518635131
421,Só Tem Eu,musica421,musica421_trecho5,"Se não sou eu, vai sеr quem O amor teu? Só você não percebeu Que só tem eu Se não sou eu, vai ser quem O amor teu? Só você não percebeu Que só tem eu Volta, pelo amor de Deus",Zé Felipe,2020,41,https://www.letras.mus.br/ze-felipe/so-tem-eu/,-1,0.2730750694141818
1529,Sobrenatural,musica1529,musica1529_trecho1,"Não sei se foi real, mas vi você chegar Por entre as flores brancas, num lindo lugar Magia de outro planeta, Sem igual. Amor descontrolado, Fora do normal Sobrenatural, sobrenatural!",Luan Santana,2009,30,https://www.letras.mus.br/luan-santana/1575263/,-1,0.24702819284151212
302,Sogrão Caprichou,musica302,musica302_trecho3,"Perto de papai, você é santinha Quando o sogrão não tá, você perde a linha Perto de papai, você é santinha Quando o sogrão não tá, você perde a linha",Luan Santana,2013,30,https://www.letras.mus.br/luan-santana/sograo-caprichou/,-1,0.33385883187905085
426,Sol Nos Olhos,musica426,musica426_trecho1,"Seus olhos, tão claros como um dia de Sol Oh-uh-oh-uh-oh Sua pele perfumada no meu lençol Uh-oh-uh-oh-uh-oh",Jorge & Mateus,2025,17,https://www.letras.mus.br/jorge-mateus/sol-nos-olhos/,-1,0.5402962649779636
426,Sol Nos Olhos,musica426,musica426_trecho3,"Você carrega o Sol nos olhos E a Lua no sorriso Seu corpo eu toco e faço solos Sua voz é música pros meus ouvidos Se você for, eu sofro, é óbvio Desequilibra o meu juízo Se eu penso em te perder, eu choro Sei lá se eu sobrevivo",Jorge & Mateus,2025,49,https://www.letras.mus.br/jorge-mateus/sol-nos-olhos/,-1,0.15959617134100001
426,Sol Nos Olhos,musica426,musica426_trecho8,"Você carrega o Sol nos olhos E a Lua no sorriso Seu corpo eu toco e faço solos Sua voz é música pros meus ouvidos Se você for, eu sofro, é óbvio Desequilibra o meu juízo Se eu penso em te perder, eu choro (eu choro) Sei lá se eu sobrevivo",Jorge & Mateus,2025,51,https://www.letras.mus.br/jorge-mateus/sol-nos-olhos/,-1,0.15959617134100001
246,Solteiro Forçado,musica246,musica246_trecho1,Tá difícil não te ver aqui Quando eu acordo Não dá nem vontade de sair Da cama,Ana Castela,2024,17,https://www.letras.mus.br/ana-castela/solteiro-forcado/,-1,0.26586676600481807
246,Solteiro Forçado,musica246,musica246_trecho2,"Eu passaria o dia inteiro de pijama Mas, no outro lado da saudade, a vida anda",Ana Castela,2024,16,https://www.letras.mus.br/ana-castela/solteiro-forcado/,-1,0.050610626208084986
246,Solteiro Forçado,musica246,musica246_trecho4,"Eu tô sendo solteiro forçado, uh Eu tô beijando sem querer ser beijado, uh Era pra ser você comigo aqui do lado Eu tô na bagaceira, mas tô só o bagaço",Ana Castela,2024,31,https://www.letras.mus.br/ana-castela/solteiro-forcado/,-1,0.6841461884745068
246,Solteiro Forçado,musica246,musica246_trecho9,"Era pra ser você comigo aqui do lado Eu tô na bagaceira, mas tô só o bagaço",Ana Castela,2024,17,https://www.letras.mus.br/ana-castela/solteiro-forcado/,-1,0.19651827139857658
1442,Solteiro Não Trai,musica1442,musica1442_trecho2,Mas é a primeira vez Que eu conheço outra pessoa Que eu tô beijando outra boca Depois que eu conheci você,Gustavo Mioto,2022,21,https://www.letras.mus.br/gustavo-mioto/solteiro-nao-trai/,-1,0.15049683936752478
1442,Solteiro Não Trai,musica1442,musica1442_trecho4,"Para de dizer que eu te traí Meu coração não te pertence mais Solteiro não trai, solteiro não trai",Gustavo Mioto,2022,19,https://www.letras.mus.br/gustavo-mioto/solteiro-nao-trai/,-1,0.05781365351999801
1442,Solteiro Não Trai,musica1442,musica1442_trecho11,Para de dizer que eu te traí (Meu coração não te pertence mais) (Solteiro não trai) solteiro não trai,Gustavo Mioto,2022,19,https://www.letras.mus.br/gustavo-mioto/solteiro-nao-trai/,-1,0.05781365351999823
728,Somos Apenas Um,musica728,musica728_trecho3,"É, você vai ser pra sempre Meu destino, minha luz E o mundo será sempre Como se estivesse a voar No céu azul",Luan Santana,2009,23,https://www.letras.mus.br/luan-santana/1407543/,-1,0.044989844391131184
728,Somos Apenas Um,musica728,musica728_trecho5,"É, você vai ser pra sempre Meu destino, minha luz E o mundo será sempre Como se estivesse a voar no céu azul",Luan Santana,2009,23,https://www.letras.mus.br/luan-santana/1407543/,-1,0.044989844391131295
786,Sonha Comigo,musica786,musica786_trecho2,Seu amor foi sempre muito mais Do que eu sonhei pra mim Sempre mais do que eu mereci Pensa direito antes de dormir,Zé Neto e Cristiano,2017,23,https://www.letras.mus.br/ze-neto-cristiano/sonha-comigo/,-1,0.3139920419124699
1277,Sonhando,musica1277,musica1277_trecho1,"Se passo o dia, paro e escuto o vento E ainda não posso entender Como o improvável insiste em acontecer",Bruno & Marrone,2010,20,https://www.letras.mus.br/bruno-e-marrone/1743238/,-1,0.2725544075399883
1483,Sonho,musica1483,musica1483_trecho2,"Tava morrendo de saudade E logo a gente volta pra realidade, de não estarmos juntos Sabe o que eu gosto em sonhos? É que podemos ser o que quiser Não tem ninguém aqui, além de nós.. Estamos sós Estamos só..",Cleber e Cauan,2016,40,https://www.letras.mus.br/cleber-cauan/sonho/,-1,0.32898134945427127
1483,Sonho,musica1483,musica1483_trecho3,Hoje eu reparei no seu batom Vi que a sua roupa caiu bem Que o seu perfume é tão bom E o sorriso lindo que só você tem,Cleber e Cauan,2016,28,https://www.letras.mus.br/cleber-cauan/sonho/,-1,0.2848678876153826
1483,Sonho,musica1483,musica1483_trecho4,"Viu que eu reparei em tudo?! Deve ta me estranhando, Eu já te perdi uma vez, não posso te perder de novo Nem em sonho Uuuuh uuuuh..",Cleber e Cauan,2016,27,https://www.letras.mus.br/cleber-cauan/sonho/,-1,0.12275488610173424
1213,Sonho Bom,musica1213,musica1213_trecho1,Um beija-flor em meu jardim Cheirando rosas e jasmins Um céu repleto de fantasia Com sonho bom em noite fria,Munhoz & Mariano,2011,20,https://www.letras.mus.br/munhoz-mariano/1742852/,-1,0.15246916205390548
1213,Sonho Bom,musica1213,musica1213_trecho2,"Se estou certo ou errado, não sei dizer O amor conspira ao meu lado A quem possa não saber, finge não ver O que o amor pode esconder entre eu e você",Munhoz & Mariano,2011,32,https://www.letras.mus.br/munhoz-mariano/1742852/,-1,0.05021840443733527
507,Sonho de Todo Casal,musica507,musica507_trecho1,"Quando eu bati o olho Eu já percebi que era você Yeah, yeah Exatamente como um sonho E não precisa fechar o olho pra ver Yeah, yeah",Marcos & Belutti,2025,27,https://www.letras.mus.br/marcos-belutti/sonho-de-todo-casal/,-1,0.14192770409015476
507,Sonho de Todo Casal,musica507,musica507_trecho3,Arrepia Dá gelo na barriga Me tira um sorriso bobo Me faz imaginar família Me faz amar feito louco E a parte principal É que a gente é o sonho de todo casal,Marcos & Belutti,2025,33,https://www.letras.mus.br/marcos-belutti/sonho-de-todo-casal/,-1,0.13229763280894724
507,Sonho de Todo Casal,musica507,musica507_trecho8,"Arrepia Dá gelo na barriga Me tira um sorriso bobo Me faz imaginar família Me faz amar feito louco E a parte principal É que a gente é o sonho de todo casal Yeah, yeah, yeah",Marcos & Belutti,2025,36,https://www.letras.mus.br/marcos-belutti/sonho-de-todo-casal/,-1,0.13229763280894735
1059,Sorria (part. MC Don Juan),musica1059,musica1059_trecho4,Quando perceber que seus defeitos Só comigo eram perfeitos Não tem jeito Você vai chorar por mim,Luan Santana,2021,17,https://www.letras.mus.br/luan-santana/sorria-part-mc-don-juan/,-1,0.07412665757249903
1059,Sorria (part. MC Don Juan),musica1059,musica1059_trecho5,Quando beijar outra boca E não quiser tirar a roupa Não dá outra Você vai chorar por mim,Luan Santana,2021,18,https://www.letras.mus.br/luan-santana/sorria-part-mc-don-juan/,-1,0.2927096194935256
1059,Sorria (part. MC Don Juan),musica1059,musica1059_trecho6,"Vai piorar, desidratar Se me ver por aí na vida louca Quando perceber que seus defeitos Só comigo eram perfeitos Não tem jeito Você vai chorar por mim (Vai chorar por mim)",Luan Santana,2021,32,https://www.letras.mus.br/luan-santana/sorria-part-mc-don-juan/,-1,0.07412665757249914
1059,Sorria (part. MC Don Juan),musica1059,musica1059_trecho8,"Com as amigas fica louca Sente falta da minha boca Cê fala que não, mas me ama e você sabe Vê se não confunde o meu amor Que se a brisa passa, a bad bate E se ela bate?",Luan Santana,2021,39,https://www.letras.mus.br/luan-santana/sorria-part-mc-don-juan/,-1,0.2673260713373343
1059,Sorria (part. MC Don Juan),musica1059,musica1059_trecho12,"Vai piorar, desidratar Se me ver por aí na vida louca Quando perceber que seus defeitos Só comigo eram perfeitos Não tem jeito Você vai chorar",Luan Santana,2021,26,https://www.letras.mus.br/luan-santana/sorria-part-mc-don-juan/,-1,0.07412665757249881
