ranking_posicao,musica,tag_musica,tag_trecho,ESTROFE,artista,ano,ntokens,url,Topic,Probability
744,Dona Maria (part. Jorge),musica744,musica744_trecho4,Dona Maria Deixa eu namorar a sua filha Vai me desculpando a ousadia Essa menina é um desenho no céu Que Deus pintou e jogou fora o pincel,Thiago Brava,2017,28,https://www.letras.mus.br/thiago-brava/um-violao-e-uma-catuaba/,-1,0.1797379182395329
744,Dona Maria (part. Jorge),musica744,musica744_trecho8,Dona Maria Deixa eu namorar a sua filha Vai me desculpando a ousadia Essa menina é um presente no céu Que Deus pintou e jogou fora o pincel,Thiago Brava,2017,28,https://www.letras.mus.br/thiago-brava/um-violao-e-uma-catuaba/,-1,0.179737918239533
916,Dou a Vida Por Um Beijo,musica916,musica916_trecho1,Difícil demais Te amar assim Minha timidez Tem que ter um fim Preciso perder O medo de falar Pra não te perder Vou me declarar,Zezé Di Camargo,2022,25,https://www.letras.mus.br/zeze-di-camargo/dou-a-vida-por-um-beijo/,-1,0.26786037348348735
916,Dou a Vida Por Um Beijo,musica916,musica916_trecho13,Dou a vida por um beijo Quero ter você pra mim Dou a vida por um beijo Quero ter você pra mim,Zezé Di Camargo,2022,22,https://www.letras.mus.br/zeze-di-camargo/dou-a-vida-por-um-beijo/,-1,0.19349762129938364
843,Duas Cicatrizes,musica843,musica843_trecho1,A gente não se conhece Mas sabe do passado um do outro Se a gente se pegar agora Pode machucar o dobro,Simone Mendes,2025,22,https://www.letras.mus.br/simone-mendes/duas-cicatrizes/,-1,0.16415720745341833
843,Duas Cicatrizes,musica843,musica843_trecho2,Você ainda não tá bem E eu também não tô Igualmente desvalorizados por pessoas que um dia chamamos de amor,Simone Mendes,2025,20,https://www.letras.mus.br/simone-mendes/duas-cicatrizes/,-1,0.048577201258824254
843,Duas Cicatrizes,musica843,musica843_trecho4,"Melhor você chamar o Uber E dormir na sua casa Vai que cê dorme na minha e acorda com uma saudade a mais do que cê tava Eu também não tô cem por cento Tô colando as quebrada de cara Nós somos dois disponíveis, mas com cicatrizes não cicatrizadas O medo que eu tô de outros traumas",Simone Mendes,2025,57,https://www.letras.mus.br/simone-mendes/duas-cicatrizes/,-1,0.04357840979943872
843,Duas Cicatrizes,musica843,musica843_trecho5,"Nós somos dois disponíveis, mas com cicatrizes não cicatrizadas",Simone Mendes,2025,9,https://www.letras.mus.br/simone-mendes/duas-cicatrizes/,-1,0.048577201258824365
843,Duas Cicatrizes,musica843,musica843_trecho8,"Melhor você chamar o Uber E dormir na sua casa E vai que cê dorme na minha e acorda com uma saudade a mais do que cê tava Eu também não tô cem por cento Tô colando as quebrada de cara Nós somos dois disponíveis, mas com cicatrizes não cicatrizadas O medo que eu tô de outros traumas",Simone Mendes,2025,58,https://www.letras.mus.br/simone-mendes/duas-cicatrizes/,-1,0.043578409799438944
140,Duas Metades,musica140,musica140_trecho1,Pra falar do amor de verdade Vou começar pela melhor metade Te mostrar tudo de bom que tenho E se for preciso eu desenho Que eu amo você Que eu quero você,Jorge & Mateus,2012,32,https://www.letras.mus.br/jorge-mateus/duas-metades/,-1,0.5410650811900202
140,Duas Metades,musica140,musica140_trecho7,E pra falar do amor de verdade Vou começar pela melhor metade E te mostrar tudo de bom que tenho E se for preciso eu desenho Que eu amo você Que eu quero você,Jorge & Mateus,2012,34,https://www.letras.mus.br/jorge-mateus/duas-metades/,-1,0.5410650811900206
140,Duas Metades,musica140,musica140_trecho13,E pra falar do amor de verdade Vou começar pela melhor metade,Jorge & Mateus,2012,12,https://www.letras.mus.br/jorge-mateus/duas-metades/,-1,0.5410650811900204
1363,Duas Vidas,musica1363,musica1363_trecho1,Só pelo fato de te amar Me sinto uma pessoa melhor Na certeza que você existe Na tua ausência não me sinto só,Henrique & Juliano,2013,23,https://www.letras.mus.br/henrique-e-juliano/duas-vidas/,-1,0.285177737823504
1363,Duas Vidas,musica1363,musica1363_trecho4,Faço mais de mil perguntas E às vezes até acredito Que as nossas duas vidas já viveram juntas,Henrique & Juliano,2013,18,https://www.letras.mus.br/henrique-e-juliano/duas-vidas/,-1,0.029761573577324008
1363,Duas Vidas,musica1363,musica1363_trecho7,Faço um monte de perguntas E às vezes até acredito Que as nossas duas vidas já viveram juntas,Henrique & Juliano,2013,18,https://www.letras.mus.br/henrique-e-juliano/duas-vidas/,-1,0.02976157357732445
1551,Dupla Solidão,musica1551,musica1551_trecho2,Quis me conhecer Mas eu me perdi Nada entendi Foi tudo em vão,Marcos & Belutti,2011,13,https://www.letras.mus.br/marcos-belutti/1851901/,-1,0.19886098222042203
1551,Dupla Solidão,musica1551,musica1551_trecho6,Seu corpo eu senti Mas não tem emoção Eu e você aqui É dupla solidão,Marcos & Belutti,2011,15,https://www.letras.mus.br/marcos-belutti/1851901/,-1,0.18233570928618015
1504,Duvido Você Não Tomar Uma,musica1504,musica1504_trecho2,"Mas é muita tentação O Whatsapp tá chamando Farras, festas e baladas Pra curar desilusão Ou por uma boa causa Toda jura feita será perdoada",Simone & Simaria,2016,25,https://www.letras.mus.br/simone-simaria-as-coleguinhas/duvido-voce-nao-tomar-uma/,-1,0.125703220423092
1504,Duvido Você Não Tomar Uma,musica1504,musica1504_trecho5,Eu duvido você não tomar uma,Simone & Simaria,2016,6,https://www.letras.mus.br/simone-simaria-as-coleguinhas/duvido-voce-nao-tomar-uma/,-1,0.05354484320322861
1384,E Aí Tempo,musica1384,musica1384_trecho3,"Como planejado, o tempo passou Como já esperado, você não voltou E o tempo que antes era meu amigo Agora já não joga ao meu favor",Chitãozinho & Xororó,2013,26,https://www.letras.mus.br/chitaozinho-e-xororo/e-ai-tempo/,-1,0.034014740338208393
1384,E Aí Tempo,musica1384,musica1384_trecho4,"E aí, tempo? Não era você que ficou de resolver? Não foi você que prometeu que ia curar? Que iria me ajudar a esquecer?",Chitãozinho & Xororó,2013,24,https://www.letras.mus.br/chitaozinho-e-xororo/e-ai-tempo/,-1,0.024018695104966903
1384,E Aí Tempo,musica1384,musica1384_trecho5,"E aí, tempo? De tudo que me prometeu Nada cumpriu Me prometeu o Sol Mas só trouxe mais frio Ah, seu pudesse voltar no tempo",Chitãozinho & Xororó,2013,25,https://www.letras.mus.br/chitaozinho-e-xororo/e-ai-tempo/,-1,0.1230342767682765
1089,E Daí?,musica1089,musica1089_trecho1,E daí se eu quiser farrear Tomar todas num bar Sair pra namorar O que é que tem? Foi você quem falou Que a paixão acabou Que eu me lembre Eu não sou de ninguém,Guilherme & Santiago,2010,35,https://www.letras.mus.br/guilherme-e-santiago/1587074/,-1,0.027330021791035608
1089,E Daí?,musica1089,musica1089_trecho5,Se eu quiser farrear Tomar todas num bar Sair pra namorar O que é que tem? Foi você quem falou Que a paixão acabou Que eu me lembre Eu não sou de ninguém,Guilherme & Santiago,2010,33,https://www.letras.mus.br/guilherme-e-santiago/1587074/,-1,0.027330021791035053
1132,É Fato,musica1132,musica1132_trecho3,É tão difícil dar adeus a um sentimento Que não desencana Quero curtir a vida mas sempre depois de uma balada O coração te chama,Cristiano Araújo,2011,25,https://www.letras.mus.br/cristiano-araujo/1847634/,-1,0.0321048897200914
1257,É Pra Cabá,musica1257,musica1257_trecho4,Essa paixão é quente Parece até Cuiabá Tô faceiro igual criança Que tá conhecendo o mar Tô feliz demais da conta Agora o peito desconta as dores que já sofreu É fogo na gasolina O amor dessa menina em mim bateu e valeu,João Carreiro & Capataz,2010,43,https://www.letras.mus.br/joao-carreiro-capataz/1690716/,-1,0.049033316855331965
633,Efeitos (part. Jorge),musica633,musica633_trecho3,"Preciso de um remédio que cure essa saudade Que diminua a dor que no meu peito invade Que me cure ou me ajude a esquecer Preciso de um antídoto que salve esse amor Que tire os sintomas que me causam dor Eu não sei mais o que vou fazer Se, pra curar, o meu remédio é você",Cristiano Araújo,2011,57,https://www.letras.mus.br/cristiano-araujo/1842103/,-1,0.13697934715941396
1299,Eh Tudo Toiss,musica1299,musica1299_trecho3,Se embolar na cama Fazer amor de madrugada Desliga o celular Pra não tocar na hora errada,Henrique & Diego,2013,17,https://www.letras.mus.br/henrique-diego/e-tudo-tois/,-1,0.25335060186984293
1263,"Ei, Psiu! Beijo Me Liga (part. João Bosco e Vinícius)",musica1263,musica1263_trecho2,"Agora você vem me procurar Eu sei, cê tá querendo é já Me esnobou e mudou de ideia Me deixou olhando pra plateia",Michel Teló,2010,23,https://www.letras.mus.br/michel-telo/1504900/,-1,0.11357117495967561
1263,"Ei, Psiu! Beijo Me Liga (part. João Bosco e Vinícius)",musica1263,musica1263_trecho3,"Ei, psiu! Beijo, me liga Eu tô curtindo a noite Te encontro na saída",Michel Teló,2010,14,https://www.letras.mus.br/michel-telo/1504900/,-1,0.05445905536603746
900,Ela e Ela,musica900,musica900_trecho1,Nessa casa têm Duas pessoas enganadas Uma que não sabe de nada E a que sabe tudo Escondendo lágrimas,Zé Neto e Cristiano,2023,19,https://www.letras.mus.br/ze-neto-cristiano/ela-e-ela/,-1,0.14362401649785672
900,Ela e Ela,musica900,musica900_trecho2,E choro na dispensa No chuveiro quente Num filme de romance Disfarçadamente Mas não na frente de quem não traiu ninguém,Zé Neto e Cristiano,2023,21,https://www.letras.mus.br/ze-neto-cristiano/ela-e-ela/,-1,0.024018695104967347
900,Ela e Ela,musica900,musica900_trecho3,"Como eu vou falar pro meu amor Que eu tô sofrendo por amor E que esse amor não é o dela? E se ela descobrir, eu perco ela e ela Se ela descobrir, eu perco ela e ela",Zé Neto e Cristiano,2023,38,https://www.letras.mus.br/ze-neto-cristiano/ela-e-ela/,-1,0.13406826350520096
434,Ele Quer Ser Eu,musica434,musica434_trecho1,"Você vive me procurando nele E hoje está com ele Sua cabeça está em outro lugar Até o seu sorriso é de mentira Olha que ironia, você tá querendo me comparar Quer ensinar pra ele o que aprendeu comigo O gosto pela roupa, a cor do vestido Duvido que ele foi além do que a gente foi Eu fico imaginando vocês dois, mas eu duvido Duvido que ele te amou mais do que eu te amei",Henrique & Juliano,2015,76,https://www.letras.mus.br/henrique-e-juliano/ele-quer-ser-eu/,-1,0.40718511868052887
434,Ele Quer Ser Eu,musica434,musica434_trecho2,Ele também usa preto Tem os meus defeitos Gosta de cabelo cacheado Sei que ele quer ser eu Ele é quase eu Mas não é ele quem você quer ter do lado,Henrique & Juliano,2015,32,https://www.letras.mus.br/henrique-e-juliano/ele-quer-ser-eu/,-1,0.14244279117869152
434,Ele Quer Ser Eu,musica434,musica434_trecho3,Ele também usa preto Tem os meus defeitos Gosta de cabelo cacheado Ele nunca vai ser eu Não deixa ele saber Que ainda ama o seu passado,Henrique & Juliano,2015,27,https://www.letras.mus.br/henrique-e-juliano/ele-quer-ser-eu/,-1,0.14244279117869185
935,Elevador,musica935,musica935_trecho3,"O prédio inteiro sabe que a gente acabou Não foi só eu, até o porteiro chorou E de você o que sobrou Só a saudade Seu cheiro no elevador",Hugo & Guilherme,2023,29,https://www.letras.mus.br/hugo-guilherme/elevador/,-1,0.18781141449860206
1181,Enamorado,musica1181,musica1181_trecho1,"Já não sei se é amor O que eu sinto no meu coração Eu só sei que esse amor Me envolve, eu não sei dizer não",Eduardo Costa,2013,26,https://www.letras.mus.br/eduardo-costa/enamorado/,-1,0.02964564576466222
1181,Enamorado,musica1181,musica1181_trecho3,"Chega perto, minha cabeça gira Sua voz é uma poesia Um beijo pra fazer meu mundo parar E te amar",Eduardo Costa,2013,20,https://www.letras.mus.br/eduardo-costa/enamorado/,-1,0.07998398599637835
310,Enquanto o Sol Brilhar (Amor Sem Fim),musica310,musica310_trecho1,"Uma estrela ainda brilha em nosso olhar Nosso beijo ainda quer se encontrar Esse amor de corpo, alma e coração Passam os anos, e eu te amo cada vez mais",Matogrosso & Mathias,2025,30,https://www.letras.mus.br/matogrosso-e-mathias/112666/,-1,0.1948900085938292
310,Enquanto o Sol Brilhar (Amor Sem Fim),musica310,musica310_trecho4,"Nosso amor Pra sempre vai durar, eu sei, está escrito assim Quando Deus nos colocou num só caminho Já sabia que seria amor sem fim",Matogrosso & Mathias,2025,25,https://www.letras.mus.br/matogrosso-e-mathias/112666/,-1,0.2264370641758775
310,Enquanto o Sol Brilhar (Amor Sem Fim),musica310,musica310_trecho8,Já sabia que seria amor sem fim Já sabia que seria amor Sem fim,Matogrosso & Mathias,2025,14,https://www.letras.mus.br/matogrosso-e-mathias/112666/,-1,0.15867211824222183
883,Então Valeu,musica883,musica883_trecho1,"Te dei o meu amor, você não quis cuidar Eu senti o sabor da lágrima rolar Agora senta aqui, você vai escutar Tudo que me fez sofrer, tudo que me fez passar",Jorge & Mateus,2022,32,https://www.letras.mus.br/jorge-mateus/entao-valeu/,-1,0.12339074496250046
883,Então Valeu,musica883,musica883_trecho2,"Ao encontrar você eu me perdi de mim O que é que eu fui querer? Por que te amei assim? Sem alma e coração, você é tão ruim E agora que eu tô bem, cê quer voltar pra mim",Jorge & Mateus,2022,39,https://www.letras.mus.br/jorge-mateus/entao-valeu/,-1,0.25214580373071616
883,Então Valeu,musica883,musica883_trecho3,"Então valeu te ver assim, pedindo pra voltar Valeu demais te ver no meu lugar Valeu te ver sofrer o que sofri, chorar o que chorei",Jorge & Mateus,2022,26,https://www.letras.mus.br/jorge-mateus/entao-valeu/,-1,0.04768271014426839
883,Então Valeu,musica883,musica883_trecho9,"Então valeu (te ver assim), pedindo pra voltar Valeu demais te ver no meu lugar Valeu te ver sofrer o que sofri, chorar o que chorei",Jorge & Mateus,2022,26,https://www.letras.mus.br/jorge-mateus/entao-valeu/,-1,0.04768271014426828
1553,Entre Quatro Paredes,musica1553,musica1553_trecho1,"Sabe, nosso problema é igualdade Já estamos conscientes Que por mais que a gente tente Não dá certo, mas quem sabe o certo é assim",Marília Mendonça,2015,25,https://www.letras.mus.br/marilia-mendonca/entre-quatro-paredes/,-1,0.13720254801190424
1553,Entre Quatro Paredes,musica1553,musica1553_trecho2,Lembra de como tudo era perfeito Mas assim é todo começo A gente esconde os defeitos Até se conhecer melhor,Marília Mendonça,2015,20,https://www.letras.mus.br/marilia-mendonca/entre-quatro-paredes/,-1,0.13720254801190457
785,Entregador de Flor,musica785,musica785_trecho3,Pra não dar tempo dela me esquecer Toda semana eu mando um buquê,Diego e Victor Hugo,2019,13,https://www.letras.mus.br/diego-victor-hugo/entregador-de-flor/,-1,0.18411280385287176
139,Equivocada (part. Gusttavo Lima),musica139,musica139_trecho1,"Eu Dentro do meu carro, indo pro trabalho Dando play no áudio que ela me mandou na madrugada Quando ela tava bêba e desbocada Sem filtro nenhum na suas palavras Fechei o vidro e enxuguei as lágrimas",Traia Véia,2025,37,https://www.letras.mus.br/traia-veia/equivocada-part-gusttavo-lima/,-1,0.08257084015806604
9,Erro Gostoso,musica9,musica9_trecho1,"Calma, deixa eu respirar um pouco Nós somos dois loucos Olha a gente nessa cama de novo",Simone Mendes,2023,17,https://www.letras.mus.br/simone-mendes/erro-gostoso/,-1,0.1474814716599675
9,Erro Gostoso,musica9,musica9_trecho3,"Ah, e agora como eu fico nessa casa? Com sorriso ou choro no rosto? Cê vem aqui, me acostuma errado Cola meus pedaços pra quebrar de novo Eu preciso aprender a falar não um pouco Pra esse erro gostoso",Simone Mendes,2023,39,https://www.letras.mus.br/simone-mendes/erro-gostoso/,-1,0.049252541445478304
601,Erro Planejado (part. Henrique e Juliano),musica601,musica601_trecho3,"A culpa é sempre de uma briga, de umas pinga De uma amiga que te arrasta pra rua Mas as perna é sua Você é sempre inocente, mente que nem sente E sempre erra como nunca, uô",Luan Santana,2022,37,https://www.letras.mus.br/luan-santana/erro-planejado/,-1,0.6432413836199748
601,Erro Planejado (part. Henrique e Juliano),musica601,musica601_trecho4,"A culpa é sempre de uma briga, de umas pinga De uma amiga que te arrasta pra rua Mas as perna é sua Você é sempre inocente, mente que nem sente Sempre erra como nunca",Luan Santana,2022,35,https://www.letras.mus.br/luan-santana/erro-planejado/,-1,0.6432413836199747
453,Escolhas,musica453,musica453_trecho3,De tombo em tombo Porrada em porrada Depois de umas bocas erradas Tem beijo que é divisão de mágoas,Zé Neto e Cristiano,2023,19,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1,0.14566201939080325
453,Escolhas,musica453,musica453_trecho5,Eu escolhi te amar E pra sempre ter você Escolho nunca te fazer chorar E nunca te perder,Zé Neto e Cristiano,2023,18,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1,0.031249039343591578
453,Escolhas,musica453,musica453_trecho7,"Se hoje eu tô de terno preto E você, de noiva É por causa das nossas escolhas",Zé Neto e Cristiano,2023,17,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1,0.129012250810137
453,Escolhas,musica453,musica453_trecho12,"Se hoje eu tô de terno preto E você, de noiva É por causa das nossas escolhas Das nossas escolhas",Zé Neto e Cristiano,2023,20,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1,0.12901225081013756
378,Escondendo o Ouro,musica378,musica378_trecho1,"Eu já peguei, gostei, fiquei Larguei, nem sei Em quantas bocas eu errei Mas tem uma que eu acertei",Zé Neto e Cristiano,2025,19,https://www.letras.mus.br/ze-neto-cristiano/escondendo-o-ouro/,-1,0.2888548352781334
378,Escondendo o Ouro,musica378,musica378_trecho2,Eu acertei na sua E que ela seja a última Porque se for Você é a primeira que vai ser pra sempre Meu amor,Zé Neto e Cristiano,2025,24,https://www.letras.mus.br/ze-neto-cristiano/escondendo-o-ouro/,-1,0.10599770505460082
378,Escondendo o Ouro,musica378,musica378_trecho3,"Eu já tive paixões jurando que eram amores Eu já mandei errado alguns buquês de flores Deus tava me preparando esse tempo todo Te deixou pro final, tava escondendo o ouro Eu já tive paixões jurando que eram amores Eu já mandei errado alguns buquês de flores Deus tava me preparando esse tempo todo Te deixou pro final, tava escondendo o ouro Te deixou pro final, tava escondendo o ouro",Zé Neto e Cristiano,2025,70,https://www.letras.mus.br/ze-neto-cristiano/escondendo-o-ouro/,-1,0.14572166400232955
378,Escondendo o Ouro,musica378,musica378_trecho5,"Eu já tive paixões jurando que eram amores Eu já mandei errado alguns buquês de flores Deus tava me preparando esse tempo todo Te deixou pro final, tava escondendo o ouro Eu já tive paixões jurando que eram amores Eu já mandei errado alguns buquês de flores Deus tava me preparando esse tempo todo Te deixou pro final, tava escondendo o ouro Te deixou pro final Tava escondendo o ouro",Zé Neto e Cristiano,2025,70,https://www.letras.mus.br/ze-neto-cristiano/escondendo-o-ouro/,-1,0.14572166400232978
1425,Espaçosa Demais,musica1425,musica1425_trecho1,"Quando você chegou Já tinha muita gente por lá Aff, tá dando um trabalhão pra organizar",Felipe Araújo,2019,16,https://www.letras.mus.br/felipe-araujo/espacosa-demais/,-1,0.125703220423092
1425,Espaçosa Demais,musica1425,musica1425_trecho3,"Não aperta o povo, não Tem mais gente no meu coração Mamãe tá num cantinho Papai, apertadinho Tem amigo indo parar lá no pulmão",Felipe Araújo,2019,24,https://www.letras.mus.br/felipe-araujo/espacosa-demais/,-1,0.05256717075835127
1425,Espaçosa Demais,musica1425,musica1425_trecho4,Tem como ser um pouco menos linda? Tem como eu ser o dono da minha vida? Tem como não ser assim tão perfeita? Já tomou meu coração e tá subindo pra cabeça,Felipe Araújo,2019,32,https://www.letras.mus.br/felipe-araujo/espacosa-demais/,-1,0.3457866957375362
1425,Espaçosa Demais,musica1425,musica1425_trecho11,Espaçosa demais Espaçosa demais Já tomou meu coração e tá subindo pra cabeça,Felipe Araújo,2019,13,https://www.letras.mus.br/felipe-araujo/espacosa-demais/,-1,0.0783571053666432
1152,Espelho,musica1152,musica1152_trecho1,"Baby, as palavras estão mudas As conversas tão vazias As explicações são vagas Só eu sei como eu queria falar do meu amor Abertamente sim, ir até o fim Só eu conheço a dor de não acreditar Que mereço ser feliz",Jorge & Mateus,2009,41,https://www.letras.mus.br/jorge-mateus/1444404/,-1,0.24476271416544737
1152,Espelho,musica1152,musica1152_trecho2,"Como num espelho, te olhando vejo O meu próprio medo, minha indecisão Mesmo te amando não estou seguro Será que é verdade ou uma ilusão?",Jorge & Mateus,2009,25,https://www.letras.mus.br/jorge-mateus/1444404/,-1,0.2660797811678701
448,Esqueça-Me Se For Capaz (part. Maiara & Maraisa),musica448,musica448_trecho2,"Tá aproveitando a vida, os novos amigos Indo para lugares que não ia comigo Tá se enganando e nem sabe disso",Marília Mendonça,2021,21,https://www.letras.mus.br/marilia-mendonca/esqueca-me-se-for-capaz/,-1,0.29015331043557935
448,Esqueça-Me Se For Capaz (part. Maiara & Maraisa),musica448,musica448_trecho3,Beijar outras bocas depois que termina é fácil demais Fazer sexo por fazer todo mundo faz Mas esqueça-me se for capaz,Marília Mendonça,2021,21,https://www.letras.mus.br/marilia-mendonca/esqueca-me-se-for-capaz/,-1,0.14566201939080325
1432,Esquece o Medo,musica1432,musica1432_trecho1,Você contou pra galera toda Que se apaixonou por mim Mas não tem certeza do meu sentimento Não sabe se eu to afim,Jorge & Mateus,2010,23,https://www.letras.mus.br/jorge-mateus/1716851/,-1,0.3759779008185732
1432,Esquece o Medo,musica1432,musica1432_trecho2,Que foi que deu em você? Será que não percebe o meu olhar,Jorge & Mateus,2010,13,https://www.letras.mus.br/jorge-mateus/1716851/,-1,0.18233570928618026
1215,Esqueci de Te Esquecer,musica1215,musica1215_trecho2,Tava pensando em te roubar Fugir pra longe do país Morar num lugarzinho em cancún Não é o que você sempre quis,Luan Santana,2012,22,https://www.letras.mus.br/luan-santana/1917738/,-1,0.2608044319241025
1215,Esqueci de Te Esquecer,musica1215,musica1215_trecho3,Sem precisar me preocupar Em te levar pra casa cedo Enquanto eu tiver do seu lado Não precisa mais ter medo,Luan Santana,2012,21,https://www.letras.mus.br/luan-santana/1917738/,-1,0.08054960477529549
1215,Esqueci de Te Esquecer,musica1215,musica1215_trecho5,"Se quiser saber Minha alegria é te ver, te ver, te ver Quem sabe eu te quero Tanto assim porque esqueci de te esquecer",Luan Santana,2012,24,https://www.letras.mus.br/luan-santana/1917738/,-1,0.26786037348348735
1358,Essas Nossas Brigas,musica1358,musica1358_trecho1,"Tô sofrendo e tô fazendo você sofrer O que a gente tá vivendo não tem nada a ver É melhor cada um seguir o seu caminho Toda hora a gente briga sem explicação Não tem amor, não tem respeito, não tem paixão E por isso que eu prefiro é ficar sozinha",Marília Mendonça,2015,51,https://www.letras.mus.br/marilia-mendonca/essas-nossas-brigas/,-1,0.26851873233570245
1358,Essas Nossas Brigas,musica1358,musica1358_trecho2,"Já é hora, é agora O nosso lance acabou Não implora, vou embora E o que passou, passou",Marília Mendonça,2015,18,https://www.letras.mus.br/marilia-mendonca/essas-nossas-brigas/,-1,0.15512443767854311
1358,Essas Nossas Brigas,musica1358,musica1358_trecho3,Não vejo outra saída Pra essas nossas brigas Melhor é dar um tempo Pra que sofrimento? Segue a sua vida,Marília Mendonça,2015,20,https://www.letras.mus.br/marilia-mendonca/essas-nossas-brigas/,-1,0.13603545578818454
709,Esta Noite Foi Maravilhosa (Wonderful Tonight),musica709,musica709_trecho2,"No meio da festa tentam flertar você Mas você me abraça, dizendo que só me vê Parece um sonho, vejo em seu olhar Tanta paixão, tenho medo de acordar",Leonardo,2006,29,https://www.letras.mus.br/leonardo/487499/,-1,0.1961348966100226
618,Estranho,musica618,musica618_trecho2,Minha mão já não tá mais na sua A gente anda pela rua separados Nem parecemos namorados,Marília Mendonça,2018,17,https://www.letras.mus.br/marilia-mendonca/estranho/,-1,0.6842345057213749
618,Estranho,musica618,musica618_trecho3,"A aliança virou enfeite do dedo Nossa cama agora é só pra dormir mesmo E, no carro, parece que eu tô levando um simples passageiro",Marília Mendonça,2018,25,https://www.letras.mus.br/marilia-mendonca/estranho/,-1,0.1474814716599675
618,Estranho,musica618,musica618_trecho4,"Estranho Você me beija e minha boca estranha O seu carinho parece que arranha O seu abraço é tão solto, não consegue me prender",Marília Mendonça,2018,24,https://www.letras.mus.br/marilia-mendonca/estranho/,-1,0.12701448082351996
618,Estranho,musica618,musica618_trecho5,"Estranho Você me beija e minha boca estranha O seu carinho parece que arranha O seu abraço é tão solto, não consegue me prender Onde eu desconheci você?",Marília Mendonça,2018,28,https://www.letras.mus.br/marilia-mendonca/estranho/,-1,0.12701448082351996
618,Estranho,musica618,musica618_trecho9,"Estranho Você me beija e minha boca estranha O seu carinho parece que arranha O seu abraço é tão solto, não consegue me prender Onde eu desconheci você? Onde eu desconheci você?",Marília Mendonça,2018,32,https://www.letras.mus.br/marilia-mendonca/estranho/,-1,0.12701448082351985
703,Estrela,musica703,musica703_trecho2,"Minha estrela não se esconda Pois sei que eu vou te encontrar Vamos viajar e acender de vez a nossa paixão Virar constelação, num só coração",Hugo Pena e Gabriel,2011,26,https://www.letras.mus.br/hugo-pena-e-gabriel/1664707/,-1,0.13976347801302558
241,Estrelinha (part. Di Paullo & Paulino),musica241,musica241_trecho1,"Enxugue esse rosto E venha aqui fora, como de costume Vamos conversar Pra te alegrar tem até vaga-lumes",Marília Mendonça,2018,18,https://www.letras.mus.br/marilia-mendonca/estrelinha-part-di-paullo-e-paulino/,-1,0.2717715333956623
241,Estrelinha (part. Di Paullo & Paulino),musica241,musica241_trecho4,"Daqui não é diferente Te beijo, mas você não sente",Marília Mendonça,2018,10,https://www.letras.mus.br/marilia-mendonca/estrelinha-part-di-paullo-e-paulino/,-1,0.12701448082351985
241,Estrelinha (part. Di Paullo & Paulino),musica241,musica241_trecho6,"Hoje é minha morada A minha casinha Mesmo que de longe, tão pequenininha Ela brilha mais toda vez que te vê",Marília Mendonça,2018,21,https://www.letras.mus.br/marilia-mendonca/estrelinha-part-di-paullo-e-paulino/,-1,0.10404348268332209
241,Estrelinha (part. Di Paullo & Paulino),musica241,musica241_trecho7,"Enxugue esse rosto E venha aqui fora, como de costume Vamos conversar Pra te alegrar tem até vaga-lume",Marília Mendonça,2018,18,https://www.letras.mus.br/marilia-mendonca/estrelinha-part-di-paullo-e-paulino/,-1,0.2717715333956622
1364,Estressada,musica1364,musica1364_trecho1,Quando a gente começou Estava tudo tão bem Você só pensava em mim Eu não pensava em ninguém,César Menotti & Fabiano,2012,18,https://www.letras.mus.br/cesar-menotti-e-fabiano/estressada/,-1,0.2669360429659492
1364,Estressada,musica1364,musica1364_trecho2,"Era só carinho, era só amor Era só beijinho e paixão Era tudo flor, não existia dor Era a mais perfeita emoção",César Menotti & Fabiano,2012,22,https://www.letras.mus.br/cesar-menotti-e-fabiano/estressada/,-1,0.15246916205390548
1364,Estressada,musica1364,musica1364_trecho3,"Foi ficando diferente, sua atitude mudou Daquela flor tão bonita Só o espinho ficou Espetou, espetou, espetou, espetou",César Menotti & Fabiano,2012,18,https://www.letras.mus.br/cesar-menotti-e-fabiano/estressada/,-1,0.264005638593516
1562,Eu Aposto,musica1562,musica1562_trecho1,"Eu aposto a minha vida Meu sorriso, o meu dinheiro Quando seu rosto Encostar no travesseiro Seus pensamentos Vão tentar achar os meus",Eduardo Costa,2008,23,https://www.letras.mus.br/eduardo-costa/1280568/,-1,0.3543703685403953
1562,Eu Aposto,musica1562,musica1562_trecho2,Eu aposto que a sua paz Vai guerrear com a saudade Seu coração vai descobrir Toda verdade Na minha falta Vai buscar ajuda em Deus,Eduardo Costa,2008,25,https://www.letras.mus.br/eduardo-costa/1280568/,-1,0.23782988584036047
1562,Eu Aposto,musica1562,musica1562_trecho4,"Se eu perder, vai doer menos Do que está doendo agora Quando você me disse: Chega, tô indo embora Meu coração me disse: Aposta, que ela volta",Eduardo Costa,2008,27,https://www.letras.mus.br/eduardo-costa/1280568/,-1,0.08613884186189791
1562,Eu Aposto,musica1562,musica1562_trecho5,"Mas se eu ganhar Logo vou ver Aquela porta se abrindo Você entrar, me abraçar Dizer sorrindo Que eu sou tudo Tudo que você mais gosta",Eduardo Costa,2008,26,https://www.letras.mus.br/eduardo-costa/1280568/,-1,0.2639216503641476
