ranking_posicao,musica,tag_musica,tag_trecho,ESTROFE,artista,ano,ntokens,url,topic
1279,Parece Piada,musica1279,musica1279_trecho3,"Longe um do outro o coração pede socorro E a boca pede o gosto da noite passada A gente não se assume, não Mas também não se larga, não Num dia dá pause, no outro dá play E parece piada",Henrique & Juliano,2015,40,https://www.letras.mus.br/henrique-e-juliano/parece-piada/,-1
1279,Parece Piada,musica1279,musica1279_trecho4,"Longe um do outro, coração pede socorro E a boca pede o gosto da noite passada A gente não se assume, não Mas também não se larga, não Num dia dá pause, no outro dá play E parece piada Só dando risada de nós dois",Henrique & Juliano,2015,45,https://www.letras.mus.br/henrique-e-juliano/parece-piada/,-1
876,Paredes,musica876,musica876_trecho1,"Despertador tocou, cadê o meu amor Pra me dar o primeiro beijo do dia? Na hora do café, cadê minha mulher Que os meu desejos de cor sabia?",Jorge & Mateus,2016,28,https://www.letras.mus.br/jorge-mateus/paredes/,-1
876,Paredes,musica876,musica876_trecho2,"Eu tentei trabalhar, tá difícil concentrar Fim de tarde é pior, nasce o pôr o Sol Ela me esperava com o sorriso estampado na cara Hoje o dia tá passando, a saudade apertando E eu sozinho nessa casa",Jorge & Mateus,2016,38,https://www.letras.mus.br/jorge-mateus/paredes/,-1
876,Paredes,musica876,musica876_trecho3,"Ah, se essas paredes não falassem Ah, se o travesseiro não contasse Todas as noites de amor Que eu vivi com você",Jorge & Mateus,2016,22,https://www.letras.mus.br/jorge-mateus/paredes/,-1
875,Passa Mal,musica875,musica875_trecho2,"O tempo passou, passou Tudo mudou, mudou Da sua boca, eu já nem lembro do sabor Mundo girou, girou Girou, rodou, rodou Desaprendi a te chamar de meu amor",Marília Mendonça,2019,29,https://www.letras.mus.br/marilia-mendonca/passa-mal/,-1
875,Passa Mal,musica875,musica875_trecho3,"Na minha vida, o seu coração serviu de degrau Te ver sofrendo não é bom, é sensacional Agora passa mal, agora passa mal, agora passa mal",Marília Mendonça,2019,26,https://www.letras.mus.br/marilia-mendonca/passa-mal/,-1
756,Pássaro Noturno,musica756,musica756_trecho1,"Procurei e encontrei Meu amor, minha cara metade Me entreguei, te mostrei (Quem eu sou) quem eu sou, a minha verdade",Simone & Simaria,2014,21,https://www.letras.mus.br/simone-simaria-as-coleguinhas/passaro-noturno/,-1
756,Pássaro Noturno,musica756,musica756_trecho2,"Sou pássaro noturno, quer ser meu par? Procuro entender por que, iê Eu, sem você, já não durmo, nem sei voar Sonhar, viver, ê",Simone & Simaria,2014,24,https://www.letras.mus.br/simone-simaria-as-coleguinhas/passaro-noturno/,-1
756,Pássaro Noturno,musica756,musica756_trecho3,"Todo dia eu quero, todo dia espero Todo dia eu chamo, todo dia eu amo Só você, iê, iê E vai valer a pena mudar essa cena Viver meu roteiro, amo o tempo inteiro Só você",Simone & Simaria,2014,36,https://www.letras.mus.br/simone-simaria-as-coleguinhas/passaro-noturno/,-1
