ranking_posicao,musica,tag_musica,tag_trecho,ESTROFE,artista,ano,ntokens,url,topic
147,Diz Pra Mim (Just Give Me a Reason),musica147,musica147_trecho7,"Não posso aceitar, não é nosso fim Está escrito nas estrelas você nasceu pra mim Depende de nós tudo mudar Eu quero e sei que você também (Diz pra mim)",Gusttavo Lima,2014,30,https://www.letras.mus.br/gusttavo-lima/diz-pra-mim/,-1
147,Diz Pra Mim (Just Give Me a Reason),musica147,musica147_trecho9,O que é preciso pra te ter aqui comigo Pra fazer o nosso amor reviver Pra não te perder O que é preciso pra te ter aqui comigo E a velha chama reacender Pra não te perder Pra não te perder,Gusttavo Lima,2014,41,https://www.letras.mus.br/gusttavo-lima/diz-pra-mim/,-1
705,Do Brasil À Argentina,musica705,musica705_trecho3,"Eu não fico nem um minuto mais nesse país Vou buscar alguém, alguém pra me fazer feliz No primeiro avião, hoje mesmo vou viajar Eu vou pra Argentina, tô indo te buscar",Jorge & Mateus,2007,32,https://www.letras.mus.br/jorge-mateus/985047/,-1
705,Do Brasil À Argentina,musica705,musica705_trecho6,"Eu não fico nem um minuto mais nesse país Vou buscar alguém, alguém pra me fazer feliz No primeiro avião, hoje mesmo vou viajar Eu vou pra Argentina, tô indo te buscar Eu vou pra Argentina, tô indo te buscar",Jorge & Mateus,2007,40,https://www.letras.mus.br/jorge-mateus/985047/,-1
1463,Doidaça,musica1463,musica1463_trecho1,"E tá me provocando a noite inteira Falando em meu ouvindo um monte de besteira Tá colocando a mão por baixo da cadeira Tá se insinuando, e eu gostando dessa brincadeira",Gusttavo Lima,2012,31,https://www.letras.mus.br/gusttavo-lima/doidaca/,-1
1463,Doidaça,musica1463,musica1463_trecho2,"Chega chegando, parte pra cima Pega pegando, entra no clima Faz, faz, faz",Gusttavo Lima,2012,13,https://www.letras.mus.br/gusttavo-lima/doidaca/,-1
1463,Doidaça,musica1463,musica1463_trecho3,"Chega chegando, parte pra cima Pega pegando, entra no clima Faz mais, mais",Gusttavo Lima,2012,13,https://www.letras.mus.br/gusttavo-lima/doidaca/,-1
1463,Doidaça,musica1463,musica1463_trecho4,"Pirou, mulher? Tá doida, é? Vem que vem com tudo, que eu vou dar o que você quer Pirou, mulher? Tá doidaça Vem que vem com tudo, que hoje a gente se arregaça Pirou, mulher? Tá doida, é? Vem que vem com tudo, que eu vou dar o que você quer Pirou, mulher? Tá doidaça Vem que vem com tudo, que hoje a gente se arregaça",Gusttavo Lima,2012,66,https://www.letras.mus.br/gusttavo-lima/doidaca/,-1
1463,Doidaça,musica1463,musica1463_trecho5,"Tá me provocando a noite inteira Falando em meu ouvindo um monte de besteira Tá colocando a mão por baixo da cadeira Tá se insinuando, e eu gostando dessa brincadeira",Gusttavo Lima,2012,30,https://www.letras.mus.br/gusttavo-lima/doidaca/,-1
1463,Doidaça,musica1463,musica1463_trecho6,"Chega chegando, parte pra cima Pega pegando, entra no clima",Gusttavo Lima,2012,10,https://www.letras.mus.br/gusttavo-lima/doidaca/,-1
1463,Doidaça,musica1463,musica1463_trecho7,"Chega chegando, parte pra cima Pega pegando, entra no clima Faz, faz mais",Gusttavo Lima,2012,13,https://www.letras.mus.br/gusttavo-lima/doidaca/,-1
641,Dois Enganados (part. Marília Mendonça),musica641,musica641_trecho1,Tô ficando com alguém Que terminou faz pouco tempo E ainda guarda sentimento,Murilo Huff,2021,13,https://www.letras.mus.br/murilo-huff/dois-enganados-part-marilia-mendonca/,-1
641,Dois Enganados (part. Marília Mendonça),musica641,musica641_trecho2,Olha eu aqui também Ainda tô me remoendo Por causa do meu antigo relacionamento,Murilo Huff,2021,14,https://www.letras.mus.br/murilo-huff/dois-enganados-part-marilia-mendonca/,-1
641,Dois Enganados (part. Marília Mendonça),musica641,musica641_trecho3,Dois enganados Dando uma chance pro amor Eu quero voltar no passado Ela sonha em ter de volta o que passou,Murilo Huff,2021,21,https://www.letras.mus.br/murilo-huff/dois-enganados-part-marilia-mendonca/,-1
641,Dois Enganados (part. Marília Mendonça),musica641,musica641_trecho4,E na hora da cama O corpo não aceita A pele não esquenta Nem beijar a gente beija,Murilo Huff,2021,18,https://www.letras.mus.br/murilo-huff/dois-enganados-part-marilia-mendonca/,-1
641,Dois Enganados (part. Marília Mendonça),musica641,musica641_trecho5,"Respiro, fecho os olhos E já que eu não esqueço Lembro de quem eu amo E só assim eu compareço",Murilo Huff,2021,20,https://www.letras.mus.br/murilo-huff/dois-enganados-part-marilia-mendonca/,-1
641,Dois Enganados (part. Marília Mendonça),musica641,musica641_trecho6,"Uôô, uôô E quem tá comigo, tá fazendo o mesmo",Murilo Huff,2021,10,https://www.letras.mus.br/murilo-huff/dois-enganados-part-marilia-mendonca/,-1
641,Dois Enganados (part. Marília Mendonça),musica641,musica641_trecho12,"Uôô, uôô E quem tá comigo, tá fazendo o mesmo Uôô, uôô E quem tá comigo, tá fazendo o mesmo Dois enganados",Murilo Huff,2021,22,https://www.letras.mus.br/murilo-huff/dois-enganados-part-marilia-mendonca/,-1
418,Dois Fugitivos,musica418,musica418_trecho3,Só fui descobrir Quando já tava gostoso Quando já tava atolada no pecado Até o pescoço,Simone Mendes,2023,16,https://www.letras.mus.br/simone-mendes/dois-fugitivos/,-1
418,Dois Fugitivos,musica418,musica418_trecho4,Mas cansei É o fim de nós dois Depois de um ano e pouco,Simone Mendes,2023,14,https://www.letras.mus.br/simone-mendes/dois-fugitivos/,-1
26,Dois Tristes,musica26,musica26_trecho3,Nós somos dois tristes Que nunca serão felizes,Simone Mendes,2024,8,https://www.letras.mus.br/simone-mendes/dois-tristes/,-1
46,Domingo de Manhã,musica46,musica46_trecho2,Eu nem sei O que faria nesse inverno Qualquer coisa que não fosse com você Me causaria tédio,Marcos & Belutti,2014,18,https://www.letras.mus.br/marcos-belutti/domingo-de-manha/,-1
366,DONA,musica366,musica366_trecho1,"Tem segunda intenção nesse: Não, não para, não No selinho no fim do beijo que você insiste em me dar Isso é coisa de quem quer amar Cê me conheceu depois que deixei de ser dois e voltei a ser só um Você não tem culpa, isso é um erro comum",Luan Santana,2025,51,https://www.letras.mus.br/luan-santana/dona/,-1
366,DONA,musica366,musica366_trecho3,O coração que cê quer entrar tem dona O te amo que cê quer escutar tem dona Eu posso te emprestar meu corpo porque ele ainda é meu Mas o sentimento ela não me devolveu,Luan Santana,2025,35,https://www.letras.mus.br/luan-santana/dona/,-1
366,DONA,musica366,musica366_trecho4,O coração que cê quer entrar tem dona O te amo que cê quer escutar tem dona Eu posso te emprestar meu corpo porque ele ainda é meu Mas o sentimento ela não me devolveu Ela não me devolveu,Luan Santana,2025,39,https://www.letras.mus.br/luan-santana/dona/,-1
366,DONA,musica366,musica366_trecho5,"Cê me conheceu depois que deixei de ser dois e voltei a ser só um Você não tem culpa, isso é um erro comum",Luan Santana,2025,24,https://www.letras.mus.br/luan-santana/dona/,-1
744,Dona Maria (part. Jorge),musica744,musica744_trecho1,Me desculpe vir aqui desse jeito Me perdoe o traje de maloqueiro De camisa larga e boné pra trás Bem na hora da novela que a senhora gosta mais,Thiago Brava,2017,29,https://www.letras.mus.br/thiago-brava/um-violao-e-uma-catuaba/,-1
744,Dona Maria (part. Jorge),musica744,musica744_trecho5,Me desculpa vir aqui desse jeito Me perdoa o traje de maloqueiro De camisa larga e boné pra trás Bem na hora da novela que a senhora gosta mais,Thiago Brava,2017,29,https://www.letras.mus.br/thiago-brava/um-violao-e-uma-catuaba/,-1
916,Dou a Vida Por Um Beijo,musica916,musica916_trecho1,Difícil demais Te amar assim Minha timidez Tem que ter um fim Preciso perder O medo de falar Pra não te perder Vou me declarar,Zezé Di Camargo,2022,25,https://www.letras.mus.br/zeze-di-camargo/dou-a-vida-por-um-beijo/,-1
916,Dou a Vida Por Um Beijo,musica916,musica916_trecho3,Pra me sentir feliz Só tem uma saída Fazer você ficar De vez na minha vida Perto dos meus olhos E do coração,Zezé Di Camargo,2022,23,https://www.letras.mus.br/zeze-di-camargo/dou-a-vida-por-um-beijo/,-1
916,Dou a Vida Por Um Beijo,musica916,musica916_trecho4,Eu te amo Eu preciso te dizer Todo dia toda noite O meu sonho é você,Zezé Di Camargo,2022,16,https://www.letras.mus.br/zeze-di-camargo/dou-a-vida-por-um-beijo/,-1
916,Dou a Vida Por Um Beijo,musica916,musica916_trecho5,Eu te amo É paixão que não tem fim Dou a vida por um beijo Quero ter você pra mim,Zezé Di Camargo,2022,20,https://www.letras.mus.br/zeze-di-camargo/dou-a-vida-por-um-beijo/,-1
843,Duas Cicatrizes,musica843,musica843_trecho2,Você ainda não tá bem E eu também não tô Igualmente desvalorizados por pessoas que um dia chamamos de amor,Simone Mendes,2025,20,https://www.letras.mus.br/simone-mendes/duas-cicatrizes/,-1
843,Duas Cicatrizes,musica843,musica843_trecho5,"Nós somos dois disponíveis, mas com cicatrizes não cicatrizadas",Simone Mendes,2025,9,https://www.letras.mus.br/simone-mendes/duas-cicatrizes/,-1
843,Duas Cicatrizes,musica843,musica843_trecho9,"Nós somos dois disponíveis, mas com cicatrizes não cicatrizadas O medo que eu tô de outros traumas",Simone Mendes,2025,17,https://www.letras.mus.br/simone-mendes/duas-cicatrizes/,-1
140,Duas Metades,musica140,musica140_trecho2,"A outra metade é defeito Você vai saber de qualquer jeito Anjo ou animal, suave ou fatal",Jorge & Mateus,2012,17,https://www.letras.mus.br/jorge-mateus/duas-metades/,-1
140,Duas Metades,musica140,musica140_trecho8,"E a outra metade é defeito Você vai saber de qualquer jeito Anjo ou animal, suave ou fatal",Jorge & Mateus,2012,18,https://www.letras.mus.br/jorge-mateus/duas-metades/,-1
1363,Duas Vidas,musica1363,musica1363_trecho1,Só pelo fato de te amar Me sinto uma pessoa melhor Na certeza que você existe Na tua ausência não me sinto só,Henrique & Juliano,2013,23,https://www.letras.mus.br/henrique-e-juliano/duas-vidas/,-1
1363,Duas Vidas,musica1363,musica1363_trecho2,"Continuo sendo o mesmo Mas em minha vida tudo mudou Numa noite escura e fria A melodia, a canção entoou",Henrique & Juliano,2013,20,https://www.letras.mus.br/henrique-e-juliano/duas-vidas/,-1
1363,Duas Vidas,musica1363,musica1363_trecho3,Me diz como explicar Seus gostos sendo os mesmos que os meus O que acontece toda vez que eu olho nesses olhos seus?,Henrique & Juliano,2013,23,https://www.letras.mus.br/henrique-e-juliano/duas-vidas/,-1
1551,Dupla Solidão,musica1551,musica1551_trecho3,A gente fez de tudo Mas não é pra ser Eu mudei demais E olha só você,Marcos & Belutti,2011,17,https://www.letras.mus.br/marcos-belutti/1851901/,-1
1551,Dupla Solidão,musica1551,musica1551_trecho4,O tempo passou E alguém ficou pra trás,Marcos & Belutti,2011,8,https://www.letras.mus.br/marcos-belutti/1851901/,-1
1551,Dupla Solidão,musica1551,musica1551_trecho5,Eu tô sozinho aqui Nesse quarto de hotel Ninguém pra eu trair Ninguém pra ser fiel,Marcos & Belutti,2011,16,https://www.letras.mus.br/marcos-belutti/1851901/,-1
1551,Dupla Solidão,musica1551,musica1551_trecho6,Seu corpo eu senti Mas não tem emoção Eu e você aqui É dupla solidão,Marcos & Belutti,2011,15,https://www.letras.mus.br/marcos-belutti/1851901/,-1
1504,Duvido Você Não Tomar Uma,musica1504,musica1504_trecho1,"Mas agora veja, diz que está mudada Aposentou o copo, não quer mais saber de álcool Disse que parou, que nunca mais beberia Jurou pela vida, pela mãe e pela vó, pela tia",Simone & Simaria,2016,33,https://www.letras.mus.br/simone-simaria-as-coleguinhas/duvido-voce-nao-tomar-uma/,-1
1504,Duvido Você Não Tomar Uma,musica1504,musica1504_trecho3,Quando a saudade maltratar Vai lembrar da boca que era sua Duvido você não tomar uma Quando ouvir no rádio um modão Ou no bar da esquina da sua rua Duvido você não tomar uma,Simone & Simaria,2016,35,https://www.letras.mus.br/simone-simaria-as-coleguinhas/duvido-voce-nao-tomar-uma/,-1
1504,Duvido Você Não Tomar Uma,musica1504,musica1504_trecho5,Eu duvido você não tomar uma,Simone & Simaria,2016,6,https://www.letras.mus.br/simone-simaria-as-coleguinhas/duvido-voce-nao-tomar-uma/,-1
1384,E Aí Tempo,musica1384,musica1384_trecho1,"Meu calendário mostra que hoje é dia 26 Meu relógio diz que agora são Quinze pras três da manhã É verdade, o tempo tá passando Mas aqui nada mudou",Chitãozinho & Xororó,2013,29,https://www.letras.mus.br/chitaozinho-e-xororo/e-ai-tempo/,-1
1384,E Aí Tempo,musica1384,musica1384_trecho3,"Como planejado, o tempo passou Como já esperado, você não voltou E o tempo que antes era meu amigo Agora já não joga ao meu favor",Chitãozinho & Xororó,2013,26,https://www.letras.mus.br/chitaozinho-e-xororo/e-ai-tempo/,-1
621,É Amor,musica621,musica621_trecho1,Quando fico pensando em você Eu esqueço do mundo pra te ter Seu amor assumiu meu coração Eu não fico um segundo sem te ver,Jorge & Mateus,2015,25,https://www.letras.mus.br/jorge-mateus/e-amor/,-1
621,É Amor,musica621,musica621_trecho3,"Vale a pena sonhar Ter você pra amar Eu quero colo, a vida inteira Vou te amar",Jorge & Mateus,2015,17,https://www.letras.mus.br/jorge-mateus/e-amor/,-1
1132,É Fato,musica1132,musica1132_trecho1,Estou tentando manter esse amor esquecido Ou luto às vezes pra me manter sempre distraído Pra não correr o perigo de te procurar,Cristiano Araújo,2011,23,https://www.letras.mus.br/cristiano-araujo/1847634/,-1
1132,É Fato,musica1132,musica1132_trecho2,"Ficou em mim a chama e não apaga de uma vez Leva algum tempo, pode crer que não é só um mês Mas se já me esqueceu não te culpo E nem peço pra voltar",Cristiano Araújo,2011,35,https://www.letras.mus.br/cristiano-araujo/1847634/,-1
1132,É Fato,musica1132,musica1132_trecho4,"É fato que acabou, mas eu não te esqueci É fato que esqueceu, mas ainda mora aqui E parece que não vai sair tão fácil Desse coração palhaço",Cristiano Araújo,2011,28,https://www.letras.mus.br/cristiano-araujo/1847634/,-1
1299,Eh Tudo Toiss,musica1299,musica1299_trecho2,Já faz uma semana Que a gente não se vê Prepara o nosso ninho Que hoje eu quero com você,Henrique & Diego,2013,20,https://www.letras.mus.br/henrique-diego/e-tudo-tois/,-1
1424,Ei Olha o Som (Empinadinha),musica1424,musica1424_trecho2,"A gata endoidou, deu uma empinadinha em mim A gata endoidou, deu uma empinadinha em mim Empina em mim, empina, empina, empina em mim Empina em mim, empina, empina, empina em mim",Cristiano Araújo,2013,32,https://www.letras.mus.br/cristiano-araujo/empinadinha/,-1
1424,Ei Olha o Som (Empinadinha),musica1424,musica1424_trecho5,"A gata endoidou, deu uma empinadinha em mim A gata endoidou, deu uma empinadinha em mim Empina em mim, empina, empina, empina, em mim Empina em mim, empina, empina, empina em mim",Cristiano Araújo,2013,32,https://www.letras.mus.br/cristiano-araujo/empinadinha/,-1
1424,Ei Olha o Som (Empinadinha),musica1424,musica1424_trecho6,"Agora eu endoidei e também vou fazer com ela Agora eu endoidei e também vou fazer com ela Arrocha nela, arrocha, arrocha, arrocha nela Arrocha nela, arrocha, arrocha, arrocha nela Arrocha nela, arrocha, arrocha, arrocha nela",Cristiano Araújo,2013,36,https://www.letras.mus.br/cristiano-araujo/empinadinha/,-1
1263,"Ei, Psiu! Beijo Me Liga (part. João Bosco e Vinícius)",musica1263,musica1263_trecho2,"Agora você vem me procurar Eu sei, cê tá querendo é já Me esnobou e mudou de ideia Me deixou olhando pra plateia",Michel Teló,2010,23,https://www.letras.mus.br/michel-telo/1504900/,-1
900,Ela e Ela,musica900,musica900_trecho1,Nessa casa têm Duas pessoas enganadas Uma que não sabe de nada E a que sabe tudo Escondendo lágrimas,Zé Neto e Cristiano,2023,19,https://www.letras.mus.br/ze-neto-cristiano/ela-e-ela/,-1
900,Ela e Ela,musica900,musica900_trecho3,"Como eu vou falar pro meu amor Que eu tô sofrendo por amor E que esse amor não é o dela? E se ela descobrir, eu perco ela e ela Se ela descobrir, eu perco ela e ela",Zé Neto e Cristiano,2023,38,https://www.letras.mus.br/ze-neto-cristiano/ela-e-ela/,-1
760,Ele e Ela (part. Grupo Menos É Mais),musica760,musica760_trecho2,"Ele com saudade dela No meio de uns pega, foi abrir a tela E deu de cara, com a cara dela Mensagem dela Aí já era",Hugo & Guilherme,2025,26,https://www.letras.mus.br/hugo-guilherme/ele-e-ela-part-grupo-menos-e-mais/,-1
434,Ele Quer Ser Eu,musica434,musica434_trecho1,"Você vive me procurando nele E hoje está com ele Sua cabeça está em outro lugar Até o seu sorriso é de mentira Olha que ironia, você tá querendo me comparar Quer ensinar pra ele o que aprendeu comigo O gosto pela roupa, a cor do vestido Duvido que ele foi além do que a gente foi Eu fico imaginando vocês dois, mas eu duvido Duvido que ele te amou mais do que eu te amei",Henrique & Juliano,2015,76,https://www.letras.mus.br/henrique-e-juliano/ele-quer-ser-eu/,-1
434,Ele Quer Ser Eu,musica434,musica434_trecho2,Ele também usa preto Tem os meus defeitos Gosta de cabelo cacheado Sei que ele quer ser eu Ele é quase eu Mas não é ele quem você quer ter do lado,Henrique & Juliano,2015,32,https://www.letras.mus.br/henrique-e-juliano/ele-quer-ser-eu/,-1
434,Ele Quer Ser Eu,musica434,musica434_trecho3,Ele também usa preto Tem os meus defeitos Gosta de cabelo cacheado Ele nunca vai ser eu Não deixa ele saber Que ainda ama o seu passado,Henrique & Juliano,2015,27,https://www.letras.mus.br/henrique-e-juliano/ele-quer-ser-eu/,-1
935,Elevador,musica935,musica935_trecho1,"Todo fim de briga é assim Cê fecha a cara, arruma as malas Aperta o elevador, nem espera subir Muda de ideia, volta e dorme aqui",Hugo & Guilherme,2023,26,https://www.letras.mus.br/hugo-guilherme/elevador/,-1
935,Elevador,musica935,musica935_trecho3,"O prédio inteiro sabe que a gente acabou Não foi só eu, até o porteiro chorou E de você o que sobrou Só a saudade Seu cheiro no elevador",Hugo & Guilherme,2023,29,https://www.letras.mus.br/hugo-guilherme/elevador/,-1
1181,Enamorado,musica1181,musica1181_trecho1,"Já não sei se é amor O que eu sinto no meu coração Eu só sei que esse amor Me envolve, eu não sei dizer não",Eduardo Costa,2013,26,https://www.letras.mus.br/eduardo-costa/enamorado/,-1
738,Enquanto Houver Razões,musica738,musica738_trecho5,"Eu vou deixar você voar Bater as suas asas pra longe de mim Mas só pra ver você voltar E toda arrependida me dizer Amor, te quero, sim",Jorge & Mateus,2012,28,https://www.letras.mus.br/jorge-mateus/enquanto-houver-razoes/,-1
310,Enquanto o Sol Brilhar (Amor Sem Fim),musica310,musica310_trecho3,Meu amor Enquanto o sol brilhar eu nunca vou dizer adeus Como os peixes que não vivem sem o mar Eu também não vivo sem os beijos teus,Matogrosso & Mathias,2025,28,https://www.letras.mus.br/matogrosso-e-mathias/112666/,-1
310,Enquanto o Sol Brilhar (Amor Sem Fim),musica310,musica310_trecho5,"Passam os anos, e eu te amo cada vez mais",Matogrosso & Mathias,2025,10,https://www.letras.mus.br/matogrosso-e-mathias/112666/,-1
883,Então Valeu,musica883,musica883_trecho4,"Então valeu te ver, mas eu preciso te falar Tô bem melhor e alguém no seu lugar me faz feliz E sabe me amar, então valeu demais te encontrar",Jorge & Mateus,2022,29,https://www.letras.mus.br/jorge-mateus/entao-valeu/,-1
1553,Entre Quatro Paredes,musica1553,musica1553_trecho1,"Sabe, nosso problema é igualdade Já estamos conscientes Que por mais que a gente tente Não dá certo, mas quem sabe o certo é assim",Marília Mendonça,2015,25,https://www.letras.mus.br/marilia-mendonca/entre-quatro-paredes/,-1
1553,Entre Quatro Paredes,musica1553,musica1553_trecho2,Lembra de como tudo era perfeito Mas assim é todo começo A gente esconde os defeitos Até se conhecer melhor,Marília Mendonça,2015,20,https://www.letras.mus.br/marilia-mendonca/entre-quatro-paredes/,-1
453,Escolhas,musica453,musica453_trecho1,Se o céu tá nublado Se o dia tá claro Se o clima tá quente Ou se vai chover São coisas que a gente não pode prever,Zé Neto e Cristiano,2023,27,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1
453,Escolhas,musica453,musica453_trecho3,De tombo em tombo Porrada em porrada Depois de umas bocas erradas Tem beijo que é divisão de mágoas,Zé Neto e Cristiano,2023,19,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1
453,Escolhas,musica453,musica453_trecho4,Tipo esse seu Que a gente não escolhe Simplesmente acha,Zé Neto e Cristiano,2023,10,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1
453,Escolhas,musica453,musica453_trecho6,"Eu escolhi perdoar Com você, evoluir E o que passou, deixar passar Eu escolho ser feliz",Zé Neto e Cristiano,2023,16,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1
453,Escolhas,musica453,musica453_trecho7,"Se hoje eu tô de terno preto E você, de noiva É por causa das nossas escolhas",Zé Neto e Cristiano,2023,17,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1
453,Escolhas,musica453,musica453_trecho11,"Eu escolho perdoar Com você, evoluir E o que passou, deixar passar Eu escolho ser feliz",Zé Neto e Cristiano,2023,16,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1
453,Escolhas,musica453,musica453_trecho12,"Se hoje eu tô de terno preto E você, de noiva É por causa das nossas escolhas Das nossas escolhas",Zé Neto e Cristiano,2023,20,https://www.letras.mus.br/ze-neto-cristiano/escolhas/,-1
61,Escreve Aí,musica61,musica61_trecho1,"Te falo tanta coisa enquanto tento segurar a lágrima Que insiste em cair Entro no meu carro, abro o vidro e, antes de ir embora Eu te digo: Olha aqui, ainda vou te esquecer Escreve aí",Luan Santana,2015,36,https://www.letras.mus.br/luan-santana/escreve-ai/,-1
61,Escreve Aí,musica61,musica61_trecho2,"Chego em casa, dou de cara com a sua foto Uma ducha e um vinho pra acalmar E eu penso: Vou partir pra outra logo Mas quem é que eu tô tentando enganar? Mas quem é que eu tô tentando enganar?",Luan Santana,2015,41,https://www.letras.mus.br/luan-santana/escreve-ai/,-1
61,Escreve Aí,musica61,musica61_trecho3,É só você fazer assim Que eu volto É só você fazer assim Que eu volto Que eu volto,Luan Santana,2015,19,https://www.letras.mus.br/luan-santana/escreve-ai/,-1
61,Escreve Aí,musica61,musica61_trecho4,É que eu te amo e falo na sua cara Se tirar você de mim não sobra nada O teu sorriso me desmonta inteiro Até um simples estalar de dedos Talvez você tenha deixado eu ir Pra ter o gosto de me ver aqui Fraco demais para continuar Juntando forças pra poder falar,Luan Santana,2015,53,https://www.letras.mus.br/luan-santana/escreve-ai/,-1
61,Escreve Aí,musica61,musica61_trecho5,"Que eu volto, é só você sorrir Que eu volto, é só fazer assim Que eu volto Eu volto Eu volto",Luan Santana,2015,21,https://www.letras.mus.br/luan-santana/escreve-ai/,-1
61,Escreve Aí,musica61,musica61_trecho9,"Que eu volto, é só você sorrir Que eu volto, é só fazer assim Que eu volto, é só fazer assim Que eu volto Eu volto Eu volto",Luan Santana,2015,28,https://www.letras.mus.br/luan-santana/escreve-ai/,-1
652,Escrito Nas Estrelas,musica652,musica652_trecho3,"Caso do acaso bem marcado em cartas de tarô, oh-oh Meu amor, esse amor de cartas claras sobre a mesa é assim Signo do destino, que surpresa ele nos preparou, oh-oh Meu amor, esse amor estava escrito nas estrelas, tava sim",Lauana Prado,2024,41,https://www.letras.mus.br/lauana-prado/escrito-nas-estrelas/,-1
1425,Espaçosa Demais,musica1425,musica1425_trecho4,Tem como ser um pouco menos linda? Tem como eu ser o dono da minha vida? Tem como não ser assim tão perfeita? Já tomou meu coração e tá subindo pra cabeça,Felipe Araújo,2019,32,https://www.letras.mus.br/felipe-araujo/espacosa-demais/,-1
1425,Espaçosa Demais,musica1425,musica1425_trecho11,Espaçosa demais Espaçosa demais Já tomou meu coração e tá subindo pra cabeça,Felipe Araújo,2019,13,https://www.letras.mus.br/felipe-araujo/espacosa-demais/,-1
1152,Espelho,musica1152,musica1152_trecho1,"Baby, as palavras estão mudas As conversas tão vazias As explicações são vagas Só eu sei como eu queria falar do meu amor Abertamente sim, ir até o fim Só eu conheço a dor de não acreditar Que mereço ser feliz",Jorge & Mateus,2009,41,https://www.letras.mus.br/jorge-mateus/1444404/,-1
1152,Espelho,musica1152,musica1152_trecho4,"As explicações são vagas Só eu sei como eu queria falar do meu amor Abertamente sim, ir até o fim Só eu conheço a dor de não acreditar Que mereço ser feliz",Jorge & Mateus,2009,32,https://www.letras.mus.br/jorge-mateus/1444404/,-1
1152,Espelho,musica1152,musica1152_trecho7,Seria tão bom só eu e você Mas te faço sofrer E é sem querer Eu fujo da dor Eu tenho pavor da solidão Me perdoa coração,Jorge & Mateus,2009,27,https://www.letras.mus.br/jorge-mateus/1444404/,-1
1287,Esperando Na Janela,musica1287,musica1287_trecho2,Você é a escada na minha subida Você é o amor da minha vida É o meu abrir de olhos do amanhecer Verdade que me leva a viver Você é a espera na janela A ave que vem de longe tão bela A esperança que arde em calor Você é a tradução do que é o amor,César Menotti & Fabiano,2005,57,https://www.letras.mus.br/cesar-menotti-e-fabiano/566161/,-1
448,Esqueça-Me Se For Capaz (part. Maiara & Maraisa),musica448,musica448_trecho1,"Já que devolveu minhas roupas Já que arquivou nossas fotos Deve ter outra pessoa, aposto",Marília Mendonça,2021,15,https://www.letras.mus.br/marilia-mendonca/esqueca-me-se-for-capaz/,-1
448,Esqueça-Me Se For Capaz (part. Maiara & Maraisa),musica448,musica448_trecho2,"Tá aproveitando a vida, os novos amigos Indo para lugares que não ia comigo Tá se enganando e nem sabe disso",Marília Mendonça,2021,21,https://www.letras.mus.br/marilia-mendonca/esqueca-me-se-for-capaz/,-1
448,Esqueça-Me Se For Capaz (part. Maiara & Maraisa),musica448,musica448_trecho4,"Pode namorar e postar para tentar tirar minha paz Mudar telefone, de cidade, vai Mas esqueça-me se for capaz",Marília Mendonça,2021,19,https://www.letras.mus.br/marilia-mendonca/esqueca-me-se-for-capaz/,-1
448,Esqueça-Me Se For Capaz (part. Maiara & Maraisa),musica448,musica448_trecho8,Esqueça-me se for capaz Esqueça-me se for capaz (Esqueça-me se for capaz),Marília Mendonça,2021,12,https://www.letras.mus.br/marilia-mendonca/esqueca-me-se-for-capaz/,-1
1432,Esquece o Medo,musica1432,musica1432_trecho2,Que foi que deu em você? Será que não percebe o meu olhar,Jorge & Mateus,2010,13,https://www.letras.mus.br/jorge-mateus/1716851/,-1
1215,Esqueci de Te Esquecer,musica1215,musica1215_trecho1,Eu sei que já não tenho idade pra ficar tão dependente Mas eu mudei quanto te olhei Você me fez pensar pra frente Por mais que eu tente desviar Tô sempre em sua direção Parece que soltei do mundo E segurei só na sua mão,Luan Santana,2012,45,https://www.letras.mus.br/luan-santana/1917738/,-1
1215,Esqueci de Te Esquecer,musica1215,musica1215_trecho5,"Se quiser saber Minha alegria é te ver, te ver, te ver Quem sabe eu te quero Tanto assim porque esqueci de te esquecer",Luan Santana,2012,24,https://www.letras.mus.br/luan-santana/1917738/,-1
338,Esqueci Você,musica338,musica338_trecho3,"Se eu te ligo da mesa do bar Se você já cansou de escutar Que um dia eu iria esquecer Esse dia chegou, acabou de chegar Se ainda guardo lembranças de nós Na memória do meu celular Se carrego comigo a foto Que a gente tirou lá na beira do mar Tudo isso é pra você lembrar Lembrar que eu te esqueci",Henrique & Diego,2015,62,https://www.letras.mus.br/henrique-diego/esqueci-voce/,-1
338,Esqueci Você,musica338,musica338_trecho8,Tudo isso é pra você lembrar Lembrar que eu te esqueci,Henrique & Diego,2015,11,https://www.letras.mus.br/henrique-diego/esqueci-voce/,-1
1358,Essas Nossas Brigas,musica1358,musica1358_trecho1,"Tô sofrendo e tô fazendo você sofrer O que a gente tá vivendo não tem nada a ver É melhor cada um seguir o seu caminho Toda hora a gente briga sem explicação Não tem amor, não tem respeito, não tem paixão E por isso que eu prefiro é ficar sozinha",Marília Mendonça,2015,51,https://www.letras.mus.br/marilia-mendonca/essas-nossas-brigas/,-1
